page,issue_candidate,score,matched_patterns,review_text
4,packaging,3,"hop rach; hop vo; khong co chong soc","Mùi hương: thơm Phù hợp với loại da: ko rõ Công dụng: giảm mụn Nhận hàng về trước mắt là khâu đóng gói như con cậc rồi thêm sản phẩm bị nhớt nhớt còn chai thì bẩn nữa combo ối dồi ôi luôn trước đó có mua chai khử mùi thì hộp rách tè le chai thì bị mốp.shop lớn mà còn mall mà làm ăn như con cậc ko có chống sốc 0:10"
4,packaging,1,"hop vo","Công dụng: sữa tắm Mùi hương: nhẹ nhàng muối Hồng Phù hợp với loại da: tất cả Shop xem lại cách đóng gói, quá sơ sài, nhận hàng móp méo cả chai 0:11"
4,packaging,1,"hop vo","Công dụng: giảm mụn lưng Mùi hương: khổ qua Phù hợp với loại da: mọi loại da Xui ghê, cái vòi của mình vặn kiểu gì cũng không bung, tới lúc bung ra thì bật cả lò xo ra chả hiểu lỗi sản xuất kiểu gì luôn á bực mình, đánh giá 1 sao vì cái vòi nha, ko có in hướng dẫn cách xoay vòi nữa, làm phải chiết ra chai khác để sài, bị đổ cả đống nữa haiz chán luôn. Bù lại tắm rất sạch, chất lượng sữa tắm ko cần bàn cãi, rất tốt 0:51"
5,packaging,1,"dong goi khong can than","Làm sạch: ok Chất lượng sản phẩm thì khỏi bàn..tốt.,giá cả rẻ..mình cho 1 sao là đánh giá là đóng gói không cẩn thận,sản phẩm không được cố định bằng keo chắc chắn với nhau... Mình cố tình đặt 2 đơn để nhận dc km combo 2 chai 100g ( ngày 2-2) ,nhưng shop gộp chung đơn lại với nhau và giao có 3 chai 100g..lừa đảo ak 0:07"
5,packaging,1,"hop vo","Mùi hương: thơm Công dụng: làm sạch da Phù hợp với loại da: mọi loại da Chưa lần nào mình đặt hàng bên unilever mà bực mình như thế này. Chai sữa tắm thanh long được tặng bị hở đầu, trào sữa tắm ra hộp giấy, làm hộp đựng nhớt nhèo nhèo. Chưa kể hộp đựng còn móp méo. Gói hàng không kỹ, không có bọc bảo vệ chai sữa tắm. Chai lifebouy hoa sen kia mà không có đầu vòi cứng chắc nó cũng tòe loe trào ra ngoài rồi đấy. Chất lượng sản phẩm ổn, sữa tắm hoa sen thơm mùi thảo dược, mùi thanh long cũng thơm. Tắm rất sạch. Không có vấn đề gì về chất lượng sản phẩm, nhưng phải nói khâu đóng gói hàng và vận chuyển hàng quá tệ. 0:07"
5,packaging,1,"hop vo","Công dụng: cHưa biết Mùi hương: chưa dùng chưa biết Phù hợp với loại da: không biết Không chấp nhận nổi, shop để lộ thông tin cho bên thứ 3, mình thấy ship gọi giao giá đúng như đơn hàng, mình tưởng nhầm là đơn của shop vì cầm khá nặng tay. Nếu shop không làm lộ thông tin thì tại sao lại có chuyện trùng giá sản phẩm được. Và cái mình nhận là một chai dầu gội đầu hàng si cờn hen nhu 0:25 10 texynanguyen"
6,packaging,1,"hop vo","Công dụng: tắm Phù hợp với loại da: không biết Mùi hương: thơm Shop đóng gói lỏng lẻo.sữa tắm đổ hết tùm lum ra ngoài.trời mưa mà ship hàng bị ướt rồi bung hết ra.rất bẩn 0:04 1 l*****8"
6,packaging,3,"dong goi so sai; goi so sai; hop vo","Phù hợp với loại da: không biết Mùi hương: không biêts Công dụng: không rõ đóng gói sơ sài kinh khủng , eo chưa thấy shop nào đóng gói như shop này ,bị khó chịu vll, còn k có bọc chống sốp, không bằng mình mua mỗi túyt thuốc mà ngta còn bọc chống shop , quá tệ ,tệ điên, tệ k có từ gì để tả nổi, khó chịu:)) 0:21"
6,packaging,1,"khong co chong soc","Sản phẩm: Sản phẩm không như mô tả Chất lượng sản phẩm ko phải bàn vì là hàng chính hãng. Nhưng hôm nay phải cho shop 1* vì vấn đề đóng hàng. Mình mua 10 lần thì 10 lần đóng hàng sơ sài, 1 hôm thì rách hộp lòi cả sản phẩm ra ngoài còn lại thì lần nào cũng bị chảy, vỡ. Dù là sản phẩm tặng 0 ₫ cũng phải đóng hàng cẩn thận. Ko có chống sốc thì ít nhất shop cũng phải dán băng dính vào miệng chai. Quá chán về cách đóng hàng. 0:07"
6,packaging,1,"hop vo","Công dụng: sữa tắm Mùi hương: không thơm, mùi không rõ ràng Phù hợp với loại da: thường Tôi dùng lifebuoy tràm trà đã 4 năm. Mua tại siêu thị hoặc hasaki. Chất sữa tắm thông thường màu trắng xanh, đục, rất thơm. Chưa bao giờ thấy chất gel trong như chai này, không rõ mùi tràm như mấy chai trước. Tắm xong cảm giác không sạch, khô da. Nghi mua phải hàng giả. 0:13 27 tranthinu.15011990"
6,packaging,1,"hop vo","Phù hợp với loại da: mọi loại da Mùi hương: thơm Công dụng: tắm Giao hàng k giống hình,đặt quà tặng là chai kia shop giao cùng loại nhìn kiểu như lột ra dán vào 0:09"
7,packaging,2,"dong goi te; hop vo","Phù hợp với loại da: mọi loại da Mùi hương: Matcha Công dụng: Sữa tắm Nhìn cách đóng gói mà tớ không biết nói gì luôn. Chưa bao giờ mua hàng hãng nào mà có cách đóng gói tệ như vậy, không có gì bao bọc sản phẩm khi vận chuyện nên trộm vía chưa thấy hỏng gì. Shipper lặn lội giao hàng cho tớ thấy cũng tội do trời mưa. Mà cách bán hàng của shop thì tớ chịu. Đầu bum đi bọc 1 miếng keo trắng như vậy là xong hả 0:25 1 chaudan.."
7,packaging,1,"hop vo","Phù hợp với loại da: khong biet Công dụng: chiu Mùi hương: chua dung nen khong biet Quá tệ, mua hàng về đổ lênh láng hết ra của ngta, khiếu nại xong không thèm xử lý. Shopee càng ngày càng tệ. Xứng đáng 1 sao, chứ không ai rảnh mà đi đổ sữa tắm ra rồi đổ điêu gì đó đâu. Mở ra kiểm tra, đc có 3/4 chai thôi 🙂🙂🙂 0:16 1 pamnhaky"
7,packaging,2,"dong goi so sai; goi so sai","Shop Đóng gói sơ sài . Khiến Sữa tắm đổ ra hết thùng . Thất vọng quá . 0:05 2 p*****p"
