page,issue_candidate,score,matched_patterns,review_text
21,packaging,2,"dong goi so sai; goi so sai","Chất liệu: hình ảnh mang tính chất nhận xu Đóng gói sơ sài, chỉ may thì bung be bét chất liệu cx không đúng với tiền"
23,packaging,1,"goi hang so sai","tháy shop gói hàng sơ sài với lại mình tháy được tặng tote mà mình nhận hàng lại k có"
24,packaging,1,"hop vo","Áo mỏng đét chất áo rất bth tag áo thì lạ hoắc k giống ảnh áo quá mỏng không sứng vs giá tiền vs chất áo như này chỉ đáng giá 120k mà bán tận 260k thật sự là chất áo k phù hợp với giá tiền shop lớn mà làm ăn chán thực sự lần sau xin phép k quay lại 0:21"
25,seller_service,1,"khong tra loi","Làm ăn chán lắm mọi người. Mình có mua 1 chiếc áo và đã thanh toán hết tiền rồi ; khi về mình thấy rộng nên nhắn tin xin shop đổi trả . Mình đã gửi hàng lại cho shop và đã thanh toán hai chiều . Shop nhận đc hàng trả của mình nhưng mình hỏi thì cứ kêu 2-3 ngày mình sẽ nhận dc nhưng hnay là hôm thứ 5 rồi mình không thấy ai gọi và nhắn tin cho shop thì không trả lời ; mọi người mua hàng thì nên tránh xa shop này nhé làm ăn bịp lắm"
28,seller_service,1,"khong ho tro","Không hỗ trợ khách hàng, không nhận được sản phẩm đã đặt mặc dù khách hàng đã mua hàng nhiều lần 0:05"
30,price_value,1,"khong dang tien","Bình đẹp mà bị rỉ , bán bình giữ nhiệt mà không cho kèm cọ vệ sinh ống hút , nói chung không đáng tiền :)"
30,price_value,1,"khong dang tien","Mới sử dụng được 1 hôm mà đã có dấu hiệu bị rỉ sét, giao hàng thì ống hút bị móp nắp thì bị cà vào đâu hay sao mà nó vừa chày vừa ra tenn , nói chung không đáng tiền mua, với mức tiền này ra chợ mua đôi khi sản phẩm còn ok hơn, đở phải mắc thêm thời gian giao hàng 0:06"
32,packaging,1,"hop vo","Áo mỏng ko phù hợp với giá cân nhắc nha mn"
32,wrong_missing_item,1,"giao thieu","Bo cổ mỏng quá. Giặt là dãn ngay. Đặt 2 đơn mà giao thiếu túi tote hết cả 2. Anh Khoa xem lại bộ phận CSKH bên shop nha, giao thiếu còn bắt đặt thêm đơn để bù là sao. Bỏ tiền ra mua khác nào nói lỗi của khách. CSKH còn rất rất kém, thua xa bên B****"
33,seller_service,1,"khong ho tro","shop không hổ trợ đổi size cho khách lằn nhằn trả lời tin nhắn lâu"
38,packaging,1,"hop vo","áo quá chật fom kh đứng kh hợp với giá tiền mong đv đổi size nhưng shop đã hết hàng 0:05"
40,price_value,1,"khong dang tien","Chất liệu làm túi thì ok còn bên trong chẳng có gì đặc sắc ko như mong đợi thua xa túi clownz , bên ngoài to bên trong bé tí không đáng tiền 1 tí nào cả 😔😔"
41,seller_service,1,"thai do","Ôi giời ơi giao sai sản phẩm cho khách, phản hồi lại thì vòng vo, đòi trả hàng hoàn tiền thì xin lỗi và hứa giao lại sản phẩm mới nhưng tuần trời mất hút, nhắn tin ko thèm rep. Làm ăn bịp bợm lừa đảo. Chưa kể chất vải và form áo quá xấu, chất lượng và thái độ đi xuống theo từng năm. Chê"
43,wrong_missing_item,1,"mua 2 giao 1","Mua 2 giao 1 :))"
49,packaging,2,"dong goi so sai; goi so sai","Với giá trên 300 mà nhận đc hàng cảm thấy thất vọng thiệt sự ấy , đóng gói sơ sài làm bóp méo cả hộp . Ví cũng không đặc sắc cho lắm , rất tầm thường . Không xứng đáng với giá tiền"
51,price_value,1,"khong dang tien","Chất liệu: nóng Màu sắc: đc Vải nóng kh đáng tiền :)))))))))))))). Jdjdjdjdhhdhdhdhhdhdh😠😠😠😠😠😠😠😬😠😠😬😬😬😬😬😬😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠🙄😠😠🙄😠🙄😠🙄😠🙄😠🙄😠🙄😠🙄😠🙄😠🙄😠🙄😠 Áo Khoác DirtyCoins x One Piece Brook Hoodie - Blue 2 1 2 49 50 51 52 53 DỊCH VỤ KHÁCH HÀNG Trung Tâm Trợ Giúp Shopee Shopee Blog Shopee Mall Hướng Dẫn Mua Hàng/Đặt Hàng Hướng Dẫn Bán Hàng Ví ShopeePay Shopee Xu Đơn Hàng Trả Hàng/Hoàn Tiền Liên Hệ Shopee Chính Sách Bảo Hành SHOPEE VIỆT NAM Về Shopee Tuyển Dụng Điều Khoản Shopee Chính Sách Bảo Mật Shopee Mall Kênh Người Bán Flash Sale Tiếp Thị Liên Kết Liên Hệ Truyền Thông THANH TOÁN ĐƠN VỊ VẬN CHUYỂN THEO DÕI SHOPEE Facebook Instagram LinkedIn TẢI ỨNG DỤNG SHOPEE © 2026 Shopee. Tất cả các quyền được bảo lưu. Quốc gia & Khu vực: Argentina Singapore Indonesia Thái Lan Malaysia Việt Nam Philippines Brazil México Đài Loan CHÍNH SÁCH BẢO MẬT QUY CHẾ HOẠT ĐỘNG CHÍNH SÁCH VẬN CHUYỂN CHÍNH SÁCH TRẢ HÀNG VÀ HOÀN TIỀN Công ty TNHH Shopee Địa chỉ: Tầng 4-5-6, Tòa nhà Capital Place, số 29 đường Liễu Giai, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam Chăm sóc khách hàng: Gọi tổng đài Shopee (miễn phí) hoặc Trò chuyện với Shopee ngay trên Trung tâm trợ giúp Chịu Trách Nhiệm Quản Lý Nội Dung: Nguyễn Bùi Anh Tuấn Mã số doanh nghiệp: 0106773786 do Sở Kế hoạch và Đầu tư TP Hà Nội cấp lần đầu ngày 10/02/2015 © 2015 - Bản quyền thuộc về Công ty TNHH Shopee 2"
56,price_value,1,"khong xung","Chất liệu: nỉ Màu sắc: đen Áo mua về lông dính đầy áo shop bảo do nỉ bên trong là vải bông nhưng cũng cùng mẫu đó bạn mình mua về lại không bị tình trạng dính lông đầy lên áo như mình bỏ ra gần 500 nghìn mà không xứng đáng với chất lượng gì hết"
56,wrong_missing_item,1,"sai mau","Đúng với mô tả: sai mẫu oder"
57,price_value,1,"khong xung","Chất liệu: Vải Màu sắc: Xanh lá Áo thật sự rất mỏng và dễ bị nhàu mọi người nên cân nhắc trước khi mua. Áo của mình bị lem màu áo vào hình in. Với giá 300k thì không xứng đáng với chất lượng. Thật sự thất vọng về Dirtycoins"
57,wrong_missing_item,1,"dat size","Tôi đặt size XL hết thì thôi có cần dán 1 miếng giấy khác lên r để size XL trong khi áo đó chỉ là size L=)))))?"
58,packaging,1,"hop vo","Chất liệu: POly Màu sắc: xanh Chất nóng ko hợp với giá tiền, phom xấu mắc vì thương hiệu 0:04"
60,price_value,1,"khong xung","chất liệu vải tệ, vải cứ dính những sợi đen lên áo trong. Chất liệu không xứng đáng với giá tiền!!! Quá thất vọng"
60,price_value,1,"khong xung","Vải mỏng, dễ nhăn, không xứng đáng với giá tiền!"
61,seller_service,1,"thai do","Màu xấu vô cùng không như ảnh shop đăng. Thái độ nhân viên không tốt . Suy nghĩ kĩ trước khi mua Brand lớn mà không có nỗi cái tag áo"
61,wrong_missing_item,2,"giao thieu; thieu hang","Shop số chất lượng không bàn giao thiếu hàng không chịu giao bù"
63,seller_service,1,"shop khong rep","Shop giải quyết giúp mình đơn hàng bị thiếu đi ạ, mua hơn 1m5 mà chỉ nhận được cái áo 350k. Nhắn thì shop kh rep. Cskh kiểu này lần sau ai dám mua trong khi đây là local brand lớn, mong shop xử lí và gửi hàng hoặc hoàn tiền lại giúp mình thank shop"
63,seller_service,1,"shop khong rep","Shop giải quyết giúp mình đơn hàng bị thiếu đi ạ, mua hơn 1m5 mà chỉ nhận được cái áo 350k. Nhắn thì shop kh rep. Cskh kiểu này lần sau ai dám mua trong khi đây là local brand lớn, mong shop xử lí và gửi hàng hoặc hoàn tiền lại giúp mình"
63,seller_service,1,"shop khong rep","Shop giải quyết giúp mình đơn hàng bị thiếu đi ạ, mua hơn 1m5 mà chỉ nhận được cái áo 350k. Nhắn thì shop kh rep. Cskh kiểu này lần sau ai dám mua trong khi đây là local brand lớn, mong shop xử lí và gửi hàng hoặc hoàn tiền lại giúp mình cảm ơn"
63,seller_service,1,"shop khong rep","Shop giải quyết giúp mình đơn hàng bị thiếu đi ạ, mua hơn 1m5 mà chỉ nhận được cái áo 350k. Nhắn thì shop kh rep. Cskh kiểu này lần sau ai dám mua trong khi đây là local brand lớn, mong shop xử lí và gửi hàng hoặc hoàn tiền lại giúp mình thankz"
63,seller_service,1,"shop khong rep","Shop giải quyết giúp mình đơn hàng bị thiếu đi ạ, mua hơn 1m5 mà chỉ nhận được cái áo 350k. Nhắn thì shop kh rep. Cskh kiểu này lần sau ai dám mua trong khi đây là local brand lớn, mong shop xử lí và gửi hàng hoặc hoàn tiền lại giúp mình thank"
65,seller_service,1,"khong ho tro","Một lc lớn mà có mỗi cái việc đổi trả size mà lâu lại còn k hỗ trợ tiền ship đã thế khi hoàn lại trong đó có khẩu trang mà khi ship lại thì lại k còn:)) áo lại mỏng k phù hợp với giá tiền mong shop khắc phục 0:08"
70,price_value,1,"khong xung","Túi lỗi, dơ . Vải màu đen nhưng nhìn cũ, chữ in kh chất lượng như mọi người đánh giá . 400k cho 1 cái áo kh xứng đáng"
71,price_value,1,"khong dang tien","Sản phẩm k đáng tiền,lỏng lẻo mỏng như cái quần lọt khe, sản phẩm mới về dơ bụi bọc rách rác như tên brand , đường may lệch ,áp dụng xu vào còn 52k thì brand đưa cho mask tệ"
71,wrong_missing_item,1,"dat size","Nghĩ sao bán cái áo hình in nhoè vải cứng thô giặt là mất form . Nhãn hiệu Việt bán nội địa bày đặt size châu âu. Nói chung ghét từ lâu rồi nay đặt thử mà ghét hẳn luôn :))"
71,spam_irrelevant,2,"nhan xu; video chi mang tinh","(Hình ảnh và video chỉ mang tính chất nhận xu) Shop kêu mặc size M thì dài , nhưng khi mua về thì áo lại rất ngắn . Vải thì ok lắm Do dịch bệnh nên giao hơi lâu tận 1 tháng mới nhận được 0:05"
72,price_value,1,"khong xung","Áo vải mỏng như cái dẻ lau vậy, mặc nóng vch không xứng đáng với giá tiền nhé Brand có tí nổi tiếng cái là làm ăn bắt đầu chán rồi đấy [Mã WASKT304 giảm 15% tối đa 30K đơn 99K] DirtyCoins Skeleton Bowling Shirt 5"
74,packaging,1,"hop vo","Sản phẩm ko phù hợp với giá tiền [Mã WARN60 hoàn 15% xu đơn 300k] Monarch All Over Print Jacket"
74,price_value,1,"khong dang tien","Thất vog vải xấu ko đáng tiền mua Funky Flame Pants 2 p*****5"
76,wrong_missing_item,1,"giao nham","giao nhầm màu quần thì mỏng Áo Space Donut"
77,seller_service,1,"khong tra loi","Giao nhầm sản phẩm hỏi ko trả lờiiiiiiiiiiiiiiiiiiiiiiiiiii Túi Multicolor Messenger 1"
78,wrong_missing_item,2,"giao sai; sai mau","giao sai mẫu cả 2 tee vàng🙂 ib bên ins shop kh phản hồi, chưa bao h mua brand của hãng nào như này. dirty cũng kh đến nỗi mà làm ăn như này thất vọng quá🙂 lần đầu mua dirty mà như này làm sao dám mua nữa👎 Áo tee Casual 1 hoangyentrang2001"
78,wrong_missing_item,2,"giao sai; sai mau","giao sai mẫu cả 2 tee vàng🙂 ib bên ins shop kh phản hồi, chưa bao h mua brand của hãng nào như này. dirty cũng kh đến nỗi mà làm ăn như này thất vọng quá🙂 lần đầu mua dirty mà như này làm sao dám mua nữa👎 Áo Tee Basic v2 Áo Tee Basic v2 13 hoangyentrang2001"
78,wrong_missing_item,2,"giao sai; sai mau","giao sai mẫu cả 2 tee vàng🙂 ib bên ins shop kh phản hồi, chưa bao h mua brand của hãng nào như này. dirty cũng kh đến nỗi mà làm ăn như này thất vọng quá🙂 lần đầu mua dirty mà như này làm sao dám mua nữa👎 Áo Tiedye Phản Quang"
78,price_value,1,"phi tien","Vải xấu cực kì, mua mới mà bị đổ lông, mặc nóng, form rũ, bo áo lệch màu, chỉ thừa, dây kéo bị rít. Sale 390 mua còn phí tiền chứ đừng nói giá 650, thua cái áo fake với áo ngoài chợ 200 nghìn 🤷 Lúc có mua 1 cái swt rồi vải cũng xấu vch nhưng qua lần này nữa thì cạch mặt brand luôn. KHÔNG NÊN MUA. Academy full zip hoodie 16 nguyenthu_aowut"
79,wrong_missing_item,1,"dat mau","Mình đặt màu xanh đậm size M không hiểu sao lại ship thành như này Áo Space Donut 1"
