page,issue_candidate,score,matched_patterns,review_text
35,wrong_missing_item,1,"giao nham","Mềm mại: giao nhầm hàng Màu sắc: giao nhầm hàng Giao nhầm hàng rồi"
36,shipping_delivery,1,"giao hang cham","chưa dùng giấy nên chưa biết chất lượng giấy thế nào,nhưng vỏ thùng rách nát,tả tơi.Giao hàng chậm"
40,shipping_delivery,1,"giao qua lau","Giao quá lâu"
46,seller_service,1,"khong giai quyet","Giấy quá là mỏng luôn mua trước Tết đã cảm thấy nó bị mỏng hơn so với những lần mua trước nhắn shop giải quyết thì k thấy bảo gì đến lần này cũng vậy giấy như hết hạn quá mỏng thực sự rất tệ k dám quay lại thêm lần nào nữa nếu k giải quyết cho mình 0:05"
51,packaging,1,"hop vo","Mềm mại: meemf Độ dày: oonr Màu sắc: ddc Đã mua vài lần. Giá tiền phù hợp với chất lượng. Ko quá dai 0:11"
53,packaging,1,"hop vo","Chất lượng: Bọc bên ngoài sản phẩm bị rách như trên hình không phải do hên xui gì nhưng tôi cảm thấy shop không đặt tâm vào công việc ,tôi khui hàng rất chuẩn và nhẹ nhàng nhưng lúc gói hàng shop vô tình hay cố ý gửi hàng bị rách đít , bọc thực phẩm bị đổ ra. Bọc bên ngoài bị rách ở giữa một miếng còn phần bịch rách bên trong không do tác động bên ngoài khi giao hàng, mà do lúc gói hàng. Tết rồi tôi sẽ không trả đi trả lại .Sản phẩm như những shop khác dù mall hay không ,chắc khác được cái vỏ. 0:06"
55,wrong_missing_item,2,"giao thieu; thieu hang","Giao thiếu hàng . Đặt thùng 30 gói mà giao có 10 gói ."
60,seller_service,1,"khong tra loi","Giao hàng thiếu hàng. Nhắn tin shop không trả lời. Thiếu 2/3 đơn hàng. 0:04"
61,wrong_missing_item,3,"giao thieu; shop giao thieu; thieu hang","Chất lượng sản phẩm: thiếu hàng nên chưa biết Đúng với mô tả: thiếu hàng nên không biết Thay vì kiểm tra lại camera check của shop, shop hỏi mình kiểu như mình cố tình ăn gian 45k của shop, xin ảnh chụp 4 góc của gói hàng cùng bill, cho hỏi là lúc đó ai rảnh chụp 1 gói hàng lớn như vậy nhỉ. Shop giao thiếu mình cũng gặp nhiều rồi, nhưng người ta check camera cửa hàng trước rồi mới hỏi khách sau... có lẽ mình tin tưởng shop quá nên mới thế, tính ra cái đơn hơn 250k xíu mà mình thanh toán trước luôn mà shop nghĩ mình lừa đảo shop cũng chịu được cái tư duy..."
62,spam_irrelevant,1,"nhan xu","Túi sp khá nhỏ, hộp giấy được tặng cũng bé xíu Tính ra như vậy là giá không rẻ, hình ảnh mang tínhn nhận xu 0:10"
62,wrong_missing_item,1,"giao thieu","Không được tặng + giao thiếu túi giấy nên chả biết cá móc treo ntn mà đánh giá nữa 0:05"
65,seller_service,1,"thai do","chất lượng kém hơn trước, giấy bắt đầu thô, ráp, nhiều bụi, dùng kém thêm 1 điểm tệ là thái độ dịch vụ kém, liên tục spam tin nhắn làm phiền khách hàng từ 2* về 1*, quá tệ 0:08"
66,wrong_missing_item,2,"giao thieu; thieu hang","Giao thiếu hàng , cách giai quyết lòng vòng"
73,wrong_missing_item,2,"giao nham; shop giao nham","Shop giao nhầm hàng. Đặt 10 bịch to shop đi giao bịch bé. Chán luôn"
73,wrong_missing_item,1,"giao sai","Giao sai hàng"
73,wrong_missing_item,1,"giao thieu","Chất lượng sản phẩm: giao thiếu đồ Giao thiếu đồ"
75,price_value,1,"khong xung","Hàng mỏng nhỏ ọp ẹp không xứng đáng"
76,wrong_missing_item,1,"giao thieu","Giao thiếu đặt 30 giao có 20???? Có mù ko"
79,wrong_missing_item,1,"dat mau","M đặt mẫu này mà lại giao mẫu hình con mèo cho mình.Do hôm đó m ko có nhà nhờ ng nhận nên ko để ý.Treo đầu dê bán thịt chó.MN tránh xa shop này ra nhé."
81,wrong_missing_item,1,"giao nham","Giao nhầm giây"
82,seller_service,1,"khong ho tro","Đúng với mô tả: k đúng mô tả Quảng cáo túi 300 cái nhưng giao hộp 100 cái, không hỗ trợ hoàn hàng, yêu cầu khách hàng đổi lý do hoàn hàng nhưng đổi xong k hoàn cho khách 0:04"
84,wrong_missing_item,1,"giao sai","giao sai , k hoàn đườ hàng"
85,price_value,1,"gia cao","Nhỏ hơn loại đag xài. Tiền nào của nấy. Nếu như săn dc giá tốt thì sài cug dc. Mih mua 111k. Coi như sài dc. Chứ nếu giá cao hơn chắc chắn là k mua"
86,wrong_missing_item,1,"giao thieu","Ko thấy đâu, giao thiếu"
87,spam_irrelevant,1,"nhan xu","Chất lượng sản phẩm: chuwa dungf Video mang tính chất nhận xu, khăn giấy của Trung Quốc 0:08"
90,price_value,1,"dat so voi","Gói giấy rất nhỏ với giá tiền mua thì đắt so với hàng thực tế"
91,wrong_missing_item,1,"sai mau","Chất lượng: quá tệ Giấy cao cấp nhưng tệ nha, ko như ý muốn, sài màu xanh biển oki hơn 0:14"
91,spam_irrelevant,2,"nhan xu; video khong lien quan","Chất lượng: giấy mịn sài tốt mìh mua mấy lần cho cả nhà sài r, nói chung hãng này tốt mọi ng nên mua,ảnh và video k liên quan để nhận xu 0:09"
94,seller_service,1,"coc can","Chất lượng sản phẩm: shiper nói chuyện cộc cằn giao hàng mà làm như cha người ta không biết đường mà làm như mình biết rồi còn cải khách"
94,wrong_missing_item,1,"giao sai","Chất lượng sản phẩm: TỆ Tui ĐẶT THÙNG 30 GÓI GIẤY NHỎ, kho của shopee xử lí giao thùng 6 bịch treo hình con mèo. Tôi không hài lòng vì giao sai mà ko biết nhận lỗi cứ đổ cho shopee xử lí. Hết cũng báo khách 1 tiếng chứ. Lần đầu đánh giá 1 sao 0:19"
95,wrong_missing_item,1,"giao sai","Giao sai sản phẩm. Đặt bịch 1000 tờ nhưng giao lại là bịch 300 tờ 🥲🥲🥲"
97,wrong_missing_item,1,"thieu hang","Thiếu hàng"
98,price_value,1,"gia cao","Chất lượng sản phẩm: kem ko nhu quang cao Tưởng là loại bản to, mới bán giá cao thế. Nhận về loại nhỏ chất lượng giấy khô dễ rách nói chung kém. Chẳng lẽ bóc ra rồi lại hoàn. Nói chung ko bao h mua lại lần 2 0:10"
100,wrong_missing_item,1,"giao sai","Giao sai hàng, đợi hàng đã lâu về lại còn sai. Chả hiểu kiểu gì"
101,seller_service,1,"thai do","Thái độ của shipper k OK , nên xl Shop còn giấy thì OK ạ"
101,wrong_missing_item,2,"giao thieu; thieu hang","giao thiếu hàng , 36 giao 35 , làm ăn gian dối"
102,price_value,2,"phi tien; mua phi","Giấy bụi mua phí tiền bọn này bán hàng toàn lừa. Lũ lừa đảo này. Đừng mua nha anh em. Bán rẻ cho cố toàn hàng đểu 0:08"
102,price_value,1,"gia cao","1s vì cách làm việc của shop săn sale đc giá hời thì ko đi hàng bắt phải đặt đơn mới với giá cao hơn chẳng vì đang cần gấp thì chả phải đặt lại đâu"
106,seller_service,1,"khong giai quyet","Không nhận được hàng, shipper tự nhận và tự ký, shop ko giải quyết đơn hàng"
109,spam_irrelevant,1,"minh hoa","Đơn hàng này mua mang thêm bực vào mình. Khi mua săn live được giá shock, đặt mua 3 thùng loại 46 gói giá khoảng 500k trừ các mã còn 423k nhưng khi nhận hàng thì là 3 thùng 30 gói, hỏi shop được trả lời là thùng 30 ( k hiểu vấn đề ở đâu mà đặt 46 thành 30 ). Mình hoàn hàng, shop đồng ý mà hoàn suốt, nhắc đi nhắc lại là đợi ship đến lấy, nhắc, hối hoài mà nửa tháng k thấy đến, hối cả shop, hối cả Shopee và sau là k lệch cho ship đến nhận và kiểu lừa đảo khách hàng để cho hết thời gian hoàn hàng phải nhận ý, bực k chịu nổi, đúng là kiểu lừa đảo mặc dù k đáng bao nhiêu. Mn đặt hàng bên shop, k nên thanh toán trước, hãy nhận đủ hàng mới thanh toán trách bị như mình nhé"
110,wrong_missing_item,2,"giao thieu; thieu hang","lần nào cũng giao thiếu hàng"
112,wrong_missing_item,2,"giao thieu; thieu hang","Chất lượng sản phẩm: giao thiếu hàng Sản phẩm đúng mẫu mã, mình đã đặt nhiều nhưng lần này thất vọng vị không biết do shop đóng thiếu hay sao mà 1 thùng chỉ có 9 bịch giao hàng nhanh 0:05"
113,wrong_missing_item,3,"giao thieu; shop giao thieu; thieu hang","Shop giao thiếu hàng, nhân viên không phản hồi"
113,packaging,1,"hop mop","Đóng gói quá sơ sài, ￼ khi nhận hàng hộp móp méo, hở cả 3 hộp giấy rút bên trong. Cũng ko thấy miếng dán nam châm tặng kèm đâu, ko biết do rơi mất trong quá trình vận chuyển hay như nào 0:23"
113,wrong_missing_item,1,"giao thieu","Giao thiếu 1 gói, mua 30 gói nhưng giao chỉ có 29 gói"
115,shipping_delivery,1,"giao hang cham","Giao hàng chậm. Đặt từ ngày 4/10 đến 17/10 mới nhận được thùng catton bị rách móc treo thiếu 1 cái."
118,wrong_missing_item,3,"giao sai; giao nham; shop giao nham","Chất lượng sản phẩm: giao sai hangf shop giao nhầm hàng cho em rôi thùng có 20 gói thôi 0:16"
124,shipping_delivery,1,"giao hang cham","Giao hàng chậm. Hàng đóng gói cẩu thả"
125,packaging,1,"bao bi rach","Chất lượng sản phẩm: chất lượng đi xuống Tin dùng Topgia 4 năm rồi nhưng lần này phải đánh giá 1 sao thôi. Giấy mỏng hơn thùng cũ mình dùng. Bao bì cũng lạ. Đóng gói bao bì rách. Tệ quá tệ luôn. Chắc phải đổi hãng giấy khác thôi. Topgia làm ăn thế này thì mất khách hàng trung thành hết thôi 0:10"
125,wrong_missing_item,1,"giao thieu","Chất lượng sản phẩm: chất lượng sản phẩm tốt Dùng giấy topgia nhiều lần, tốt, lần này đóng gói hơi sơ sài. Giao thiếu 2 gói. 0:06"
126,wrong_missing_item,1,"thieu hang","Thiếu hàng , bung mất 1 thùng"
128,packaging,1,"hop rach","Lần đầu mua của shop mà thất vọng . Hộp rách đã dành lại thiếu 1 gói hàng ngay trên cùng . Đánh giá cho shop 1 sao. Nếu đợi hoàn hàng sẽ rất lâu. Nên đành chấp nhận . Ko đáng bn nhưng thất vọng quá 0:45"
129,wrong_missing_item,3,"giao thieu; shop giao thieu; thieu hang","shop giao thiếu hàng :)"
131,wrong_missing_item,1,"thieu hang","gửi thiếu hàng, phản hồi lại thì mãi k thấy bù hàng"
134,wrong_missing_item,1,"thieu hang","Thiếu hàng. Thùng có 16 gói . tôi đặt 30 gói mà nhận được 16 là sao vậy shop 0:09"
137,seller_service,1,"khong giai quyet","Chất lượng sản phẩm: kém giấy mỏng KHĂN RÚT TREO TƯỜNG‼️‼️ 👉👉 39k💰1túi Miễn ship tt đầm dơi, cầu xóm ruộng Cấu trúc giấy dày 4 lớp Thiết kế giấy rút treo tường tiện lợi, thuận tiện mỗi khi dùng Bên trên túi có các lỗ tròn treo tường, tiện lợi cho bạn bất cứ lúc nào. Sản phẩm mềm dai, mang đến cảm giác thoải mái khi lau chùi hoặc vệ sinh cá nhân. Gói bao gồm 320 tờ => SIÊU TIẾT KIỆM ....... Ps... chỉ coppy đánh giá đi nhận xu chứ không đúng như những j Quảng cáo đâu ạ... Shop đã gửi thiếu hàng mà hoàn trả shop lại không giải quyết 🙏🙏mat lòng tin 0:36"
137,packaging,2,"dong goi so sai; goi so sai","Đóng gói sơ sài Hàng nhận rách bung tùm lum 🫠🫠🫠🫠"
139,wrong_missing_item,2,"giao thieu; thieu hang","Giao thiếu hàng , tc 50 gói giao 48"
140,packaging,1,"hop nat","Có là hàng giảm giá thì cũng phải đóng gói đàng hoàng chứ ship cho ngươid ta mà cái hộp nát bét nhũn ra luôn v mà coi đc . Có tôn trọng khách hàng ko v?"
140,seller_service,1,"khong ho tro","Đơn giang mua giấy ướt. Lại gửi giấy khô. Rồi ko cho hoàn hàng. Ko hỗ trợ"
141,packaging,2,"dong goi so sai; goi so sai","1. Đóng gói sơ sài. Giao hàng đến tay thì rách bươm 2. Đặt 10 gói 148K nhưng giao thiếu 1 gói . Chỉ có 9 gói. Video quay nặng quá ko up đc hết. Đánh giá cho 1* sao luôn. Cay. Lừa khách hàng 0:25"
147,spam_irrelevant,1,"nhan xu","Hình ảnh + vid mag tính chất nhận xu nhưng cskh vô cùng tệ hại, chất lượng cũng chán, k nên mua 0:20"
147,price_value,2,"phi tien; mua phi","Cứ tưởng 1000 tờ thì ít hơn số lượng nên giá thành thấp hơn, ai dè đến cả tờ giấy cũng nhỏ hơn rất nhiều, top gia ra mắt loại này mua phí tiền 0:05"
152,price_value,1,"gia cao","Giấy nhỏ hơn lô trc mình mua nha quý vị. Và hãy nhớ 1000 tờ nhưng 4 lớp vị tri là 250 tờ thôi chứ kp 1000 tờ 4 lớp đâu nên ít lắm Rcm là không nên mua vì giá cao mà giấy thô, thà mua ở siêu thị chất giấy còn mềm mượt mà còn dai hơn nha"
153,packaging,1,"hop vo","Chat luong san pham tam on phu hop voi gia tien lan sau ung ho tiep nhe 0:04"
158,packaging,1,"dong goi khong can than","shop đóng gói không cẩn thận"
159,wrong_missing_item,1,"giao sai","Giao sai số lượng"
163,seller_service,1,"khong phan hoi","Đã mua rất nhiều lần rồi nhưng có lần mua giấy dày ok, có lầm thì giấy mỏng, shop có hứa sẽ đền cho cái khác nhưng tới giờ vẫn không phản hồi gì cả"
164,wrong_missing_item,1,"khong du hang","Shop giao ko đủ hàng"
164,wrong_missing_item,2,"giao thieu; thieu hang","Giao thiếu hàng k nên mua giá cao sẽ k quay lại quá tệ luôm đó ạ hic 0:04"
