page,issue_candidate,score,matched_patterns,review_text
27,seller_service,2,"khong ho tro; khong giai quyet","Chất lượng sản phẩm: kém Sản phẩm: Hàng lỗi hoặc bị hư hỏng, Sản phẩm chất lượng kém, Sản phẩm không như mô tả Pin tuột cực kì nhanh so với nhiều cây quạt cũng mua cùng hãng, nt shop k hỗ trợ bảo hành. Rất là CHÊ cái cách cskh luôn á. Đã k giải quyết, k hỗ trợ đc r nt còn tl hời hợt. Là lượt bán cao quá rồi nên mấy cái đánh giá 1 sao không là gì chứ gì?"
30,seller_service,1,"khong giai quyet","Chất lượng sản phẩm: chất lượng rất kém. vừa mua về đã hỏng ngay Đúng với mô tả: vừa mua về đã hỏng pin Sản phẩm: Sản phẩm chất lượng kém, Hàng lỗi hoặc bị hư hỏng Sản phẩm quá tệ. Shop hỗ trợ bằng AI rất khó chịu. Quạt vừa mua về đã hỏng. Sạc pin ko vào điện. Nhắn shop thì mãi mới trả lời lại cho AI trả lời không giải quyết đc vấn đề. rất khó chịu. Không nên mua. 0:08"
32,price_value,1,"phi tien","Sản phẩm: Sản phẩm không như mô tả Quạt vừa ồn vừa ko mát, sạc năng lượng mặt trời không dc. Tóm lại phí tiền. Mua nó vì tính năng sạc bằng năng lượng mặt trời. Mà phơi trực tiếp ngoài nắng lúc 10h30 trưa hong lên tí pin nào. Đã chấp nhận nó ồn, chỉ mong nó sạc được để đi chơi cho tiện mà hong dc. Tóm lại rước cục tức nó vào mình. Nhà có 3 cây quạt mini rồi, biết nó vô dụng vậy ai mua làm gì 1 n*****7"
36,seller_service,1,"thai do","Đúng với mô tả: ok Chất lượng sản phẩm: ko tệ lắm phần màn hình của quạt bị trầy xước khá nhiều, thái độ làm việc shop quá tệ, săn quạt đc 110k nhưng chỉ đòi hoàn cho khách voucher 10k, nhưng mà quạt cũng ổn, nhưng chưa bt lúc nào sẽ hư <: ( nếu đc thì né xa hãng này nhé mn )"
37,seller_service,1,"khong giai quyet","quạt thì mau hư, kh làm rớt, đụng chạm gì hết tự tắt nên mình nhắn cho shop thì shop rep lâu, không giải quyết được lằng nhằng hẳn 3 ngày, bắt mình tháo nắp tháo quạt xg cuối cùng vẫn k quay được. Sau đó bắt mình đánh giá 5 sao mới gửi mã để mua lại free? nói chung là tệ//////(27/3) ê đừng có xạo nha má đã nhắn câu nào đâu mà “ chủ động liên hệ “ 😒"
39,seller_service,1,"khong phan hoi","Chất lượng sản phẩm: kem Vô cùng tệ, chưa bật đã bị sập pin, nhăn tin ahop k phản hồi"
39,seller_service,1,"khong giai quyet","Sản phẩm: Sản phẩm không như mô tả, Sản phẩm chất lượng kém shop không giải quyết khiếu nại về giao sai mẫu. quá tệ sẽ k bao giờ mua lại lần tiếp theo. dù đac mua 3 cái ở shop"
39,seller_service,1,"khong giai quyet","Sài được 1 tháng bị lỗi, bật không lên, nhắn cho shop thì shop không giải quyết"
41,seller_service,1,"shop khong rep","Đúng với mô tả: tệ Chất lượng sản phẩm: hàng mới mua nhưng bị lỗi nhắn tin shop để đổi hàng nhưng shop kh rep Sản phẩm: Hàng lỗi hoặc bị hư hỏng"
41,seller_service,1,"thai do","Sản phẩm: Hàng lỗi hoặc bị hư hỏng Mua 2 cái quạt, 1c bị lỗi sạc k vào pin, rõ ràng đã vào nhưng 2 tiếng k lên 1 pin. Còn cái kia thì ổn, gửi tin nhắn sốp k rep thái độ"
43,seller_service,1,"khong tra loi","Sản phẩm: Hàng lỗi hoặc bị hư hỏng nhận hàng hộp còn nguyên vẹn ko rách nhưng khi mở quạt dùng thì quạt ko sử dụng được. mình liên hệ shop để hổ trơn đổi lại giúp mình thì shop ko trả lời mà chỉ nhắn shop hổ trơ phiếu giảm giá khi mua lại. trong khi mua 1 cái về bấm ko quạt đk lại hướng khách mua lại tặng phiếu giảm giá. shop làm ăn như vậy ko chấp nhận dk. chờ 2 ngày xem shop giải quyết thế nào mà ko được câu trả lời thích đáng nên mình đành đánh giá 1*"
44,seller_service,2,"khong giai quyet; thai do","Thái độ chăm sóc kh quá kém. Không giải quyết khi sp bị hư hỏng. Mọi người nên cẩn thận."
44,price_value,1,"phi tien","Quạt bật ko lên , sạc pin cũng ko vào điện , tưởng mua quạt như nào , phí tiền mua đồ hỏng . Mọi người cân nhắc rồi hãy mua nhà ."
48,seller_service,1,"khong tra loi","K tốt dùng chưa đc 1 tháng hỏng pin k xạc được phản hồi shop thoải quyết k tận tâm chậm phải tuỳ khách có ng biết dùng công nghệ người k cứ yêu cầu gửi video trong khi ng ta k biết cách gửi rồi lấy lý do là có video mới hỗ trợ trời k hư hỏng ng ta phản hồi khi Cá nhân mình sẽ k mua hàng của shop nữa hành chính hãng mà chưa hết bảo hành đã hỏng hỏi hỏng thì bảo hành chính hãng ở đâu k trả lời"
49,seller_service,1,"khong phan hoi","Chất lượng sản phẩm: hang lỗi Sản phẩm: Hàng lỗi hoặc bị hư hỏng Mua 2 cây 1 lỗi 1 ko, phản hồi shop nói gửi mã tặng 189k cho mình mua lại. Tới khi vào giỏ hàng mua, bt cây quạt đó mua 180 áp mã tạng shop mua lại ra 367k, tính ra trừ mã vẫn phải mua cây quạt đó 180k. Tính ra lừa đảo trắng trợn, cần phản hồi chonmn né shop này ra."
51,seller_service,1,"khong giai quyet","Chất lượng sản phẩm: Sài không dc ok lắm mới mua bị lỗi Mới mua về tuần đầu ok sai sau tuần bị lỗi yếu nt sop im re không giải quyết"
52,seller_service,1,"khong ho tro","Mình mua đi quân sự, dùng sang ngày thứ 2 bị tụt từ 80% xuống 0% một cách bất ngờ, 1 lần thì từ 30% xuống 0% luôn, chưa kể shop ghi sản phẩm dùng được trên 10 tiếng, mình dùng bthg cũng chỉ đc 3 tiếng đổ lại ở mức 40-60. Nhắn shop thì kiểu tránh vấn đề không hỗ trợ"
55,seller_service,1,"thai do","Sản phẩm: Hàng lỗi hoặc bị hư hỏng Shop cần xem lại thái độ và cách phàn hồi bên mình nha. Mình đã trả hàng sao shop k hoàn tiền vậy?"
55,price_value,1,"khong xung","Chất lượng sản phẩm: hàng kém chất lượng Đúng với mô tả: mua hàng về nhưng ko dùng đc Sản phẩm: Sản phẩm giả mạo, Sản phẩm chất lượng kém, Sản phẩm không như mô tả, Hàng lỗi hoặc bị hư hỏng ❌❌❌❌quạt ko dùng đc sạc ko lên pin màn hình ko hiển thị gì cả bấm nút ko lên . mọi ng cân nhắc thật kĩ trước khi mua nhé , đừng để bị lừa như mk mất tiền mà hàng về ko dùng đc . đáng lẽ ra là ko xứng đáng đc sao nào cả chứ đừng nói đến 1 sao. hàng tệ kém chất lượng . đây là đánh giá của mk trên cương vị của là ng bỏ tiền ra mua hàng"
59,seller_service,1,"khong tra loi","Sản phẩm: Hàng lỗi hoặc bị hư hỏng Mua về k sử dụng đc , nhắn tin k trả lời , làm ăn k đúng kém chất lượng thất vọng thực sự . Tiền mồ hôi nta mua về để nhận dc cái vô ich"
59,seller_service,1,"khong tra loi","Pin 100% sử dụng đc 40p hết pin Liên hệ chăm sóc khách hàng thì cũng không trả lời Quá tệ !"
59,seller_service,1,"thai do","Mình mua quạt của shop được tầm 1 tháng nhưng không sử dụng thường xuyên. Hôm nay mình mở quạt lên thì thấy quạt chạy khá yếu, mình thấy shop để bảo hành 6 tháng nên mình mới nhắn cho shop thì shop phản hồi mình như ảnh. Đó giờ chưa thấy shop nào kêu khách đập hư sản phẩm mới chịu giải quyết lại còn bảo đừng lãng phí thời gian trò chuyện. Mình tin tưởng mới nhắn cho shop để shop giải quyết thay vì đánh giá 1 sao nhưng thái độ kiểu đó thì 1 sao là đúng😔."
60,seller_service,1,"khong ho tro","Giao sai màu. Shop phản hồi chậm và hầu như k hỗ trợ phản hồi."
63,price_value,1,"phi tien","Sản phẩm: Hàng lỗi hoặc bị hư hỏng Mới dùng 1 tuần hỏng ko dùng được phí tiền , đồ đểu hàng tq hàng mã"
68,seller_service,1,"khong tra loi","Sản phẩm: Hàng lỗi hoặc bị hư hỏng, Sản phẩm chất lượng kém, Sản phẩm không như mô tả Quạt mình mua về lần 1 sạc vẫn lên mà đến nay sạc lần thứ 2 thì 2 tiếng rồi không lên 1% nào nhắn tin thì shop không trả lời, quá thất vọng làm ăn rất chán. Đến cái dây sạc còn bị hỏng, mình phải tự dùng dây sạc của mình"
69,seller_service,1,"khong ho tro","Sản phẩm: Hàng lỗi hoặc bị hư hỏng, Sản phẩm chất lượng kém Sạc không lên nhắn shop ko hỗ trợ 0:13"
70,seller_service,2,"khong ho tro; thai do","Sản phẩm: Hàng lỗi hoặc bị hư hỏng, Sản phẩm chất lượng kém Sử dụng được 3 lần thì pin hư, nhắn CSKH thái độ cực kì tệ. Chế độ bảo hành 6 tháng nhưng báo thì không hỗ trợ bảo hành. Mọi người cân nhắc"
70,seller_service,1,"khong tra loi","Sản phẩm: Sản phẩm không như mô tả, Hàng lỗi hoặc bị hư hỏng, Sản phẩm chất lượng kém đọc được mấy đánh giá 1 sao nma vẫn đặt nghĩ chắc mình khồng xui tới nỗi mà bị gửi quạt hỏng đâu, ai ngờ hỏng thật mà ntin shop thì shop khong trả lời …"
72,seller_service,1,"khong tra loi","Giao sai màu, nhắn tin shop không trả lời. Quạt bị rè"
73,seller_service,1,"thai do","Thái độ nhân viên không tốt. Mua quạt về mới sử dụng 2 lần thì cắm sạc không vào. Liên hệ shop thì shop bảo kiểm tra lại dây cáp chứ không nhắc đến lỗi sản phẩm cũng không nhắc đến việc đổi trả."
73,seller_service,1,"khong giai quyet","Đúng với mô tả: sản phẩm kh sạc được Chất lượng sản phẩm: shop rất rất tệ kh hề quan tâm đến những góp í của khách hàng và cũng kh giải quyết cho khách hàng"
74,price_value,1,"khong xung","Đúng với mô tả: không giống với chất liệu quạt mà ảnh shop quảng cáo Chất lượng sản phẩm: không mát diện tích phủ gió không nhiều .không tiện lợi .cầm mỏi tay .không mô tả ngay kích thước của quạt cùng với những thông tin khác trong ảnh giới thiệu sản phẩm. mình đã mua mã khác bên shop để so sánh và thấy với giá tiền rẻ hơn 40 k mã quạt khác có thể quay 360° tiện lợi hơn khi không cần lúc nào cũng phải cầm trên tay sức làm mát cũng tốt hơn. Những người xung quanh mình đều nói quạt không xứng đáng với giá tiền là 200k mà chỉ tầm50-100k thôi.mình thất vọng về sản phẩm này .Và sau này cũng sẽ không quay lại ủng hộ shop nữa . Sản phẩm: Sản phẩm không như mô tả Không đáng."
76,seller_service,1,"thai do","thái độ shop trả lời thiếu sự chuyên nghiệp giữa người mua hàng"
76,seller_service,1,"khong phan hoi","Sp lỗi nhắn shop thì ko phản hồi gì tốt 0 sao"
77,price_value,1,"phi tien","Quạt chạy rất yếu có bật mức quạt 100 đi nữa thì cx chỉ chạy bằng mức 1 kh có sự khác biệt Giao hàng thì đúng lâu phải đến 5-6 ngày ms nhận đc hàng Bỏ ra gần 200k mua cái quạt này rất là phí tiền"
80,seller_service,1,"khong tra loi","Mình đặt 2 chiếc giao 1 chiếc nhắn cskh thì xem k trả lời mắc mệt mất thời gian kinh"
82,seller_service,1,"khong giai quyet","Sản phẩm: Sản phẩm chất lượng kém Cáp sạc bị hỏng Sạc không lên điện, không lên pin Shop không giải quyết khiếu nại Đánh giá 1 sao"
86,seller_service,1,"khong giai quyet","Sản phẩm: Hàng lỗi hoặc bị hư hỏng, Sản phẩm giả mạo, Sản phẩm chất lượng kém, Sản phẩm không như mô tả Shop không giải quyết,hỗ trợ"
88,price_value,1,"gia cao","Nhỏ quá k mat giá cao nữa"
91,seller_service,1,"thai do","shop thái độ như qq, chửi khách nữa nhé^^ thái độ giải quyết hời hợt xong block khách luôn ạ. mua đâu chứ né shop này ra giùm nhe. vs quạt này dễ hư lắm nhé"
92,price_value,1,"phi tien","Chất lượng sản phẩm: quá tệ Đúng với mô tả: không hề Sản phẩm: Hàng lỗi hoặc bị hư hỏng, Sản phẩm không như mô tả, Sản phẩm chất lượng kém tôi nhận hàng từ 21/7, đến ngày hôm nay (20/8) là gần tròn 1 tháng tôi nhận hàng. trong 1 tháng tôi dùng chắc chắn chưa tới 10 lần nhưng sau mỗi lần dùng xong tôi đều sạc đầy để lần sau có thể tiện để dùng. trong những lần dùng tôi thấy rất khác so với quảng cáo là có thể dùng liên tiếp 2-3 tiếng khi mở chế độ 80-100, nhưng quạt của tôi lại hết pin rất nhanh. đỉnh điểm là sáng hôm nay tôi đã sạc đầy nhưng dùng chưa đầy 30p đã hết sạch điện khi tôi mới chỉ dùng chế độ 40. tôi cũng không nghĩ nhiều nên mang về sạc và khi đầy tôi rút ra luôn. lúc tối tôi bật lên dùng thì chưa đầy 15p nó đã tắt nguồn hết pin trong khi tôi mới sạc đầy khi nãy. shop giải quyết thế nào đây, các kol, koc khi quảng cáo sản phẩm này thế nào đây? người thì nói dùng bền lâu, bật vô tư chế độ to nhất có khi lên đến 3-4 tiếng nhưng trải nghiệm thực tế thì KHÔNG HỀ NHƯ CÁC BẠN, SHOP ĐÃ QUẢNG CÁO. TÔI RẤT THẤT VỌNG VÌ ĐÃ PHÍ TIỀN CHO MỘT SẢN PHẨM KHÔNG ĐÁNG! mn cân nhắc kĩ trước khi mua nhé! 0:19"
93,seller_service,1,"thai do","mới nhận hàng thấy nó bị hở, ib shop có phải bị lỗi k? shop tl là đền 12k mấy trăm đồng nếu k chịu sử dụng, k thì cứ sử dụng, k nói về vấn đề hàng lỗi hay k, ng mua k cần đòi 12k đó đâu, mình nói là mình ib để hỏi thiện chí shop tl nhìu câu nể thiệt. Giàu qúa Thì K Cần bán hàng onl đâu shop. mn cân nhắc khi mua shop này. mua hàng trên phiên Diệp Lê vì tin tưởng thôi chứ shop bán thái độ lồi lõm như này thì k quay lại. 0:22"
93,seller_service,2,"khong giai quyet; thai do","Sản phẩm: Hàng lỗi hoặc bị hư hỏng, Sản phẩm chất lượng kém Quá là chán thái độ của shop, nhắn phải hồi k biết bao nhiêu lần shop k hề có động tĩnh gì. Mua quạt này chủ yếu mình cần cái dây đeo cổ để làm việc bận k cầm được còn có dây, vậy mà ship về gãy luôn chổ bấm. Nhắn thì toàn tin nhắn tự động trả lời mấy ngày liên tục. K giải quyết vấn đề k đền dây mới lần đầu mua cũng như lần cuối làm ăn kiểu này ai mà mua lại nữa !!!!"
94,seller_service,2,"khong giai quyet; thai do","Gió: tốt Điều chỉnh tốc độ: điều chỉnh tăng đc nhưng k giảm đc Thiết kế: cầm chắc tay Sản phẩm: Hàng lỗi hoặc bị hư hỏng Mình mới nhận sp là nút giảm đã k xài đc . Nhắn tin cho shop thì k giải quyết đc j . Mong mọi người suy nghĩ kĩ trc khi mua nha. Thái độ shop tệ 0:18"
94,price_value,1,"khong xung","Đúng với mô tả: không Chất lượng sản phẩm: kém Sản phẩm: Hàng lỗi hoặc bị hư hỏng, Sản phẩm chất lượng kém, Sản phẩm không như mô tả màn hình hiển thị thì bị lỗi, pin cũng không dùng được lâu như shop quảng cáo. không xứng với giá tiền không nên mua 0:05"
98,price_value,1,"phi tien","Đã dùng thử gần tuần , 145k theo t là phí tiền . Pin ảo . Ko dùng cx tự hết"
98,price_value,1,"gia dat","Mua bên shop bị lỗi. Nt shop bảo hành. Shop cho mã giản giá đặt cái mới. Cái mới chân xạc hỏng. Nt shop hỏi lại thì bị chặn. Shop vớ vẩn 0:17"
99,price_value,1,"phi tien","Đúng với mô tả: không Chất lượng sản phẩm: không tốt 1 tí nào Quạt kiểu j í dùng được 1 tháng thì pin tụt siêu nhanh 1-2s tụt 1% , nhắn thì không rep trl đâu đâu í, đang dùng cố để sạc lại thì dùng đến 6 mấy % lại sập nguồn về 00%. Nói chung phí tiền vô cùng , dùng có 1th mà mấy trăm mấy. Khuyên mn ĐỪNG MUA . Quạt dỏm mà qc như đúng r. Bh mua r hối hận quá, bỏ tiền ra nhận lại quạt ko như mong đợi chán thật. Mn có cách sửa thì cmt hộ mik nha c.on. mik hỏi trên mạng thì ngta bảo lỗi này lỗi về pin 0:16"
101,seller_service,1,"thai do","Quạt bị hư pin, vừa sạc vừa quạt thì được. Rút dây sạc ra là im ru ko quạt được. Thái độ nhân viên chăm sóc thì bất cần khách hàng. Quá tệ, mặc dù mình đã mua mấy cái rồi. 0:09"
101,seller_service,2,"khong tra loi; khong giai quyet","Nhắn tin bảo hành không trả lời, không giải quyết vấn đề. Lấp lửng trong câu nói 0:08"
102,seller_service,1,"khong tra loi","Dịch vụ cskh quá tệ, máy lỗi mà nt k trả lời lại cứ vòng vo các thứ k trả lơic câu hỏi của khách, tệ 0:04"
103,seller_service,1,"khong tra loi","Sản phẩm: Sản phẩm không như mô tả Mình đặt shop quạt màu trắng nhưng khi giao về lại là màu đen mình nhắn shop mà shop không trả lời . 0:08"
105,seller_service,1,"khong phan hoi","Mua ngày 13/4 mà lâu lâu mới sd , cũng sạt đc 2,3 lần r . Nay đang xài bỗng cháy xì khói ra luôn . Nt shop hỏi bảo hành hay ntn shop ko phản hồi"
105,seller_service,1,"shop khong rep","Chất lượng sản phẩm: tệ Sản phẩm: Hàng lỗi hoặc bị hư hỏng sài xuống tới 27 là tự động tắt nhắn shop ko rep chỉ bt rep tự động thôi hay j nhân viên chảnh nghĩ sao để khách hàng đợi vậy shop lm ăn v là chết òi 0:05"
105,seller_service,1,"khong tra loi","Chất lượng sản phẩm: sp mở lên thì không chạy nhắn tin shop để hỗ trợ thì shop không trả lời khá thất vọng 0:14"
112,price_value,2,"phi tien; mua phi","Chán vô cùng như video k nên mua phí tiền 0:10"
116,seller_service,1,"shop khong rep","Gãy cách quạt nhắn shop ko rep"
