page,issue_candidate,score,matched_patterns,review_text
15,price_value,2,"phi tien; mua phi","Chất lượng: kem Dễ dán: bóc lớp số 1 sẽ bị dính miếng dán, coi như vứt luôn. Sử dụng pack dán thứ 2, dán lên có nhiều vân nhăn mờ. Không giống video hướng dẫn. Đừng mua phí tiền. Miếng dán bảo vệ màn hình UGREEN 2Pack cho Apple Watch Series 9 8 7 44mm / Series SE 6 5 4 44mm, Độ phân giải cao, Không bong bóng, Phim TPU linh hoạt trong suốt, Lắp đặt dễ dàng, cho iWatch 44 / 40mm"
17,seller_service,1,"khong tra loi","Chất lượng: kém Âm thanh: quá tệ, không đáng so với số tiền Chống ồn: có cũng như không, vẫn nghe được tiếng bên ngoài như bình thường tôi mua hàng shopee rất nhiều nhưng đây là lần đầu tiên tôi nhận được kiện hàng mà nó móp khủng khiếp, nó móp như trái banh, tan nát hết hàng bên trong. Chỉ nhìn bên ngoài kiện hàng thôi là đủ biết hàng bên trong nó sẽ bị hư cỡ nào. Có dấu hiệu mở ra xem. Nhắn tin cho shop thì không trả lời, coi thường khách hàng. Hãng lớn mà tư cách nhân viên quá tệ. Không bao giờ mua hàng UGreen thêm một lần nào nữa và sẽ nói và đưa bằng chứng cho tất cả mọi người bên ngoài và trên các hội nhóm trên mạng biết hết. quá tệ!!! 0:58"
18,seller_service,1,"khong tra loi","Bộ cáp sạc tôi mới sạc được ít lần cho iphone 15 promax mà bây giờ đã không sạc được nữa. Báo shop bảo hành đổi dây sạc khác mà shop không trả lời. Bộ sạc USB C UGREEN 20W PD Khối sạc nhanh Bộ sạc tường USB-C Tương thích với iPhone 16 / 16 Plus / 15 Pro / 15 Pro Max / 14 / 13 / 12, Pixel, Galaxy S23 / S22 / S21 / S20 / Note 10,"
19,price_value,2,"phi tien; mua phi","Âm thanh: như mấy con tai nghe 40/50k thôi, mua phí tiền Tai nghe không dây UGREEN HiTune Max5c Bluetooth 5.4 thời lượng pin dài"
20,seller_service,1,"thai do","Độ nhạy: thái độ phục vụ kh hk tot Sau khoảng 1 tháng sử dụng nhận thấy chuột mất kết nối với đầu thu liên tục phải rút ra cắm lại mới nhận , thiết kế nút chuột phải rất dễ bấm lộn. Chuột không dây cuộn siêu nhanh UGREEN Bluetooth 5.4 2.4G Công thái học 5000DPI cho máy tính bảng MacBook Máy tính xách tay Máy tính chuột"
21,seller_service,1,"thai do","Mình dùng được 1 tháng thì máy bất ngờ bị sập sửa họ bảo do sạc có vấn đề, mình ib shop thì shop rep rất thái độ mình k hiểu là shop đang nhắn cgi với mình 0:24"
21,seller_service,1,"thai do","Chất lượng: shiper thái độ lòi lõm. Hành người mua. Hộp đựng bị méo mó Quá tệ Ugreen Thẻ Thông Minh Định Vị Thông Minh Chống Mất Bluetooth5.0 Finder Airtag Theo Dõi Finder Định Vị Cho iPhone / iPad / Mac"
22,packaging,1,"dong goi khong can than","Chất lượng: bt Kết nối: mays tinh Tính năng: ket noi du lieu Hàng shop đóng gói không cẩn thận nên bị rách. Có thể thay đổi hàng bên trong được. Không thể ủng hộ tiếp được mặc dù Ugreen là thương hiệu chất lượng 0:07 Cáp sạc UGREEN 8k60hz đầu cắm USB C sang đầu cắm dp bện nylon cho màn hình/ máy chiếu/ hdtv/ máy tính xách tay"
23,seller_service,1,"khong tra loi","Chống nhìn trộm: Mua iphone 17 đi 17 pro, nhắn hỏi không trả lời [Dòng chống nhìn trộm] UGREEN 2 miếng bảo vệ màn hình chống nhìn trộm không viền Bảo vệ phim cường lực riêng tư cho iPhone 17 Pro Max / iPhone 17 Pro / iPhone 17 Air"
23,seller_service,1,"khong giai quyet","Chống ồn: tạm Giao hàng lâu, tai nghe dễ bị thoát âm, bật được một nửa thanh âm lượng là người bên ngoài nghe thấy hết rồi. Nhắn tin shop trả lời vòng vo, không giải quyết vấn đề. 0:05 Tai nghe không dây UGREEN HiTune Max5c Bluetooth 5.4 thời lượng pin dài 1 b*****o"
25,shipping_delivery,1,"mat don","Mất đơn hàng , haizzzz 【MFi】Đầu chuyển đổi UGREEN USB C sang Lightning PD 20W sạc nhanh thích hợp cho iPhone 11 12 13 14/ iPad Pro Air/ Air Pod Pro"
28,price_value,1,"khong xung","Âm thanh: bth Chống ồn: khoong mình đã trải nghiệm được khoảng 3 ngày và rất khó chịu, âm thanh nghe cx bth thôi nhưng cứ bị ngắt quãng, đang nghe thì tịt mấy giây sau lại nghe được. dù kết nối cả dt, lap, hay sạc lại pin vẫn bị vậy. Trải nghiệm không xứng đáng giá tiền tí nào Tai nghe UGREEN Dots Bluetooth 6.0TWS Hỗ trợ 4 Mic Bộ mã âm thanh AAC / SBC Âm thanh âm thanh Hi-Pure Âm thanh không gian Âm thanh có độ trễ thấp Điều khiển ứng dụng Tai nghe không dây"
28,wrong_missing_item,2,"giao thieu; thieu day","Giao thiếu dây , khá mất tg Bộ sạc USB C UGREEN 20W PD Khối sạc nhanh Bộ sạc tường USB-C Tương thích với iPhone 16 / 16 Plus / 15 Pro / 15 Pro Max / 14 / 13 / 12, Pixel, Galaxy S23 / S22 / S21 / S20 / Note 10,"
30,shipping_delivery,1,"giao cham","Giao chậm delay hơn tuần mới tới UGREEN CAT6 Ethernet Cáp phẳng / tròn Cat6 Lan Cáp UTP RJ45 Dây mạng Lan Cáp Cắm Đầu nối cho máy tính Mac"
31,shipping_delivery,1,"that lac","UGREEN FineTrack G Smart Tag Định vị thông minh Chống thất lạc Làm việc với Find Hub (Chỉ dành cho Android) Theo dõi toàn cầu có thể sạc lại cho Google Xiaomi OPPO VIVO 1 mercuryhuynh"
31,seller_service,1,"khong ho tro","Giao hàng lâu. Hỏi shop toàn rep tự động, k hỗ trợ. Bộ sạc USB C UGREEN 30W Nexode GaN PPS Khối sạc tường nhanh gọn Bộ chuyển đổi nguồn USB-C cho iPhone 16 Pro Max / 15 / 14 / 13 Galaxy S25 S24 Ultra / S23 (Đen)"
32,price_value,1,"phi tien","Sau gần 1 tháng sử dụg thì t có nhận xét sau. Dùng như ko dùng, phí tiền. Mua để định vị nhỡ trường hợp mất cắp, nhưng thiết bị này chỉ định vị đc khi ở gần điện thoại đã kết nối. Uổn tiền"
32,shipping_delivery,1,"that lac","Hàng lỗi ko xài đựợc,ko đổi trả đc,quá tệ Bộ định vị thông minh Bluetooth UGREEN FineTrack Chống thất lạc hoạt động với Apple Find My (Chỉ dành cho Apple), Chứng nhận chính thức của Apple, Pin sạc, Bộ định vị tìm kiếm cho iPhone 17 Pro Max"
32,seller_service,1,"khong giai quyet","Chuột dùng sau khoảng 1 tuần thì ko kết nối được bluethooth nữa. Shop không giải quyết được Chuột không dây cuộn siêu nhanh UGREEN Bluetooth 5.4 2.4G Công thái học 5000DPI cho máy tính bảng MacBook Máy tính xách tay Máy tính chuột"
33,price_value,2,"phi tien; mua phi","Chất lượng: ko xài được, mn đừng mua phí tiền Ugreen Thẻ Thông Minh Định Vị Thông Minh Chống Mất Bluetooth5.0 Finder Airtag Theo Dõi Finder Định Vị Cho iPhone / iPad / Mac 1 shaven219"
35,seller_service,1,"khong ho tro","cóc xạc bị chậm.shop ko hỗ trợ.quải Bộ sạc USB C UGREEN 30W Nexode GaN PPS Khối sạc tường nhanh gọn Bộ chuyển đổi nguồn USB-C cho iPhone 16 Pro Max / 15 / 14 / 13 Galaxy S25 S24 Ultra / S23 (Đen)"
35,price_value,1,"phi tien","Thất vọng về chất lượng sản phẩm với mức giá này, nhận bluetooth chậm và thường xuyên bị lag, thua xa con trước mình mua, để lâu mất kết nối, di chuột, bấm chuột vô dụng, phải tắt đi bật lại, khó chịu vô cùng. Cảm thấy thật sự quá phí tiền. 0:04 Ugreen Chuột Bluetooth Không Dây 2.4G 4000 DPI Cho MacBook Tablet Laptop PC 1 1 2 33 34 35 36 37 DỊCH VỤ KHÁCH HÀNG Trung Tâm Trợ Giúp Shopee Shopee Blog Shopee Mall Hướng Dẫn Mua Hàng/Đặt Hàng Hướng Dẫn Bán Hàng Ví ShopeePay Shopee Xu Đơn Hàng Trả Hàng/Hoàn Tiền Liên Hệ Shopee Chính Sách Bảo Hành SHOPEE VIỆT NAM Về Shopee Tuyển Dụng Điều Khoản Shopee Chính Sách Bảo Mật Shopee Mall Kênh Người Bán Flash Sale Tiếp Thị Liên Kết Liên Hệ Truyền Thông THANH TOÁN ĐƠN VỊ VẬN CHUYỂN THEO DÕI SHOPEE Facebook Instagram LinkedIn TẢI ỨNG DỤNG SHOPEE © 2026 Shopee. Tất cả các quyền được bảo lưu. Quốc gia & Khu vực: Argentina Singapore Indonesia Thái Lan Malaysia Việt Nam Philippines Brazil México Đài Loan CHÍNH SÁCH BẢO MẬT QUY CHẾ HOẠT ĐỘNG CHÍNH SÁCH VẬN CHUYỂN CHÍNH SÁCH TRẢ HÀNG VÀ HOÀN TIỀN Công ty TNHH Shopee Địa chỉ: Tầng 4-5-6, Tòa nhà Capital Place, số 29 đường Liễu Giai, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam Chăm sóc khách hàng: Gọi tổng đài Shopee (miễn phí) hoặc Trò chuyện với Shopee ngay trên Trung tâm trợ giúp Chịu Trách Nhiệm Quản Lý Nội Dung: Nguyễn Bùi Anh Tuấn Mã số doanh nghiệp: 0106773786 do Sở Kế hoạch và Đầu tư TP Hà Nội cấp lần đầu ngày 10/02/2015 © 2015 - Bản quyền thuộc về Công ty TNHH Shopee 2"
36,seller_service,1,"khong ho tro","Dây sạc mua chưa được một tuần thì bung, yêu cầu hỗ trợ thì shop kêu lỗi vật lý k hỗ trợ nói một đằng làm một nẻo chất lượng quá kémm tệ 👎👎👎👎👎👎👎👎👎👎👎👎"
37,seller_service,1,"khong ho tro","Chất lượng sản phẩm: quá tệ. Dùng chưa được 2 tuần hết pin. Phản hồi thì lí do k hỗ trợ. Quá chán Ugreen Thẻ Thông Minh Định Vị Thông Minh Chống Mất Bluetooth5.0 Finder Airtag Theo Dõi Finder Định Vị Cho iPhone / iPad / Mac 1 thanhducnong"
39,seller_service,1,"khong giai quyet","Mở hộp ko có sản phẩm bên trong Ko giải quyết cho khách hàng Bộ chuyển đổi WiFi không dây UGREEN AX900 Wi-Fi 6 Bluetooth 5.4 USB cho PC Máy tính để bàn Laptop 1 phambang300195"
39,wrong_missing_item,2,"giao sai; sai mau","Chất lượng sản phẩm: kém Không biết cố ý hay vô ý nhưng giao sai mẫu chuột. Cửa hàng ko cho khiếu nại. Mấy bạn khi khui hàng nhớ quay phim cẩn thận kẻo bị shop ăn gian Chuột không dây cuộn siêu nhanh UGREEN Bluetooth 5.4 2.4G Công thái học 5000DPI cho máy tính bảng MacBook Máy tính xách tay Máy tính chuột"
42,shipping_delivery,1,"that lac","Đúng với mô tả: Update vị trí rất chậm Chất lượng sản phẩm: Update vị trí rất chậm Hiện giờ là 13h03 tracking chỉ thấy được lần cập nhật mới nhất là từ 19h40 hôm trước UGREEN FineTrack G Smart Tag Định vị thông minh Chống thất lạc Làm việc với Find Hub (Chỉ dành cho Android) Theo dõi toàn cầu có thể sạc lại cho Google Xiaomi OPPO VIVO 1 vuongviet8668"
43,seller_service,1,"khong ho tro","Sản phẩm chất lượng kém, bị hở viền rất xấu, liên hệ hỗ trợ yếu kém, không hỗ trợ khách hàng, không thể liên hệ để phản ánh chất lượng sản phẩm UGREEN Kính cường lực bảo vệ màn hình UGREEN siêu trong không viền 2 miếng cho iPhone 16 /17 Pro Max SP369"
44,price_value,1,"gia cao","Chất lượng sản phẩm: qua kem Đúng với mô tả: không đúng Shop làm ăn lừa đảo. Dụ dỗ khách hàng mua hàng xong khi sản phẩm lỗi, có đầy đủ bằng chứng thì chây ì, không muốn bảo hành. Gài khách hàng tặng voucher mua sản phẩm khác mà đẩy giá sản phẩm muốn mua lên giá cao vút để khách hàng phải bỏ thêm tiền ra mua sản phẩm đó. Shop cài chế độ chỉ áp dụng với sản phẩm mà khách hàng chọn lại khi shop hỏi. Còn những sản phẩm khác thì áp voucher không được. Làm ăn rất gian dối, sản phẩm đổi bảo hành thì bảo hết hàng, hỏi khi nào đổi trả thì hẹn nước đôi, không cụ thể ngày giờ đổi trả. Nói chung là lừa đảo, làm ăn gian dối. Treo đầu dê, bán thịt chó. Mua hàng thì dụ dỗ ngon ngọt, bảo hành 18 tháng. Đến khi có sự cố sản phẩm thì nhắn tin khách hàng hời hợt. Gài khách hàng phải bỏ thêm tiền nhiều để được bảo hành. Quân lừa đảo, không nên mua. Sẵn sàng đối chất nếu cần. Ugreen 10000mAh 20000mAh Powerbank PD3.0 20W QC 3.0 18W Max Sạc nhanh Powerbank cho iPhone 15 Pro Max iPhone 13 Samsung S23 Ultra Samsung S24 Ultra HUAWEI 2 son.dulux"
45,seller_service,1,"khong giai quyet","ảnh mang tính chất minh hoạ , giao thiếu đơn hàng mua dây và cóc giao thiếu không giải quyết nên 1 sao nhé mọi người né 0:19 Bộ sạc USB C UGREEN 20W PD Khối sạc nhanh Bộ sạc tường USB-C Tương thích với iPhone 16 / 16 Plus / 15 Pro / 15 Pro Max / 14 / 13 / 12, Pixel, Galaxy S23 / S22 / S21 / S20 / Note 10, 1 1 2 43 44 45 46 47 DỊCH VỤ KHÁCH HÀNG Trung Tâm Trợ Giúp Shopee Shopee Blog Shopee Mall Hướng Dẫn Mua Hàng/Đặt Hàng Hướng Dẫn Bán Hàng Ví ShopeePay Shopee Xu Đơn Hàng Trả Hàng/Hoàn Tiền Liên Hệ Shopee Chính Sách Bảo Hành SHOPEE VIỆT NAM Về Shopee Tuyển Dụng Điều Khoản Shopee Chính Sách Bảo Mật Shopee Mall Kênh Người Bán Flash Sale Tiếp Thị Liên Kết Liên Hệ Truyền Thông THANH TOÁN ĐƠN VỊ VẬN CHUYỂN THEO DÕI SHOPEE Facebook Instagram LinkedIn TẢI ỨNG DỤNG SHOPEE © 2026 Shopee. Tất cả các quyền được bảo lưu. Quốc gia & Khu vực: Argentina Singapore Indonesia Thái Lan Malaysia Việt Nam Philippines Brazil México Đài Loan CHÍNH SÁCH BẢO MẬT QUY CHẾ HOẠT ĐỘNG CHÍNH SÁCH VẬN CHUYỂN CHÍNH SÁCH TRẢ HÀNG VÀ HOÀN TIỀN Công ty TNHH Shopee Địa chỉ: Tầng 4-5-6, Tòa nhà Capital Place, số 29 đường Liễu Giai, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam Chăm sóc khách hàng: Gọi tổng đài Shopee (miễn phí) hoặc Trò chuyện với Shopee ngay trên Trung tâm trợ giúp Chịu Trách Nhiệm Quản Lý Nội Dung: Nguyễn Bùi Anh Tuấn Mã số doanh nghiệp: 0106773786 do Sở Kế hoạch và Đầu tư TP Hà Nội cấp lần đầu ngày 10/02/2015 © 2015 - Bản quyền thuộc về Công ty TNHH Shopee 2"
46,wrong_missing_item,1,"thieu day","Thiếu dây cáp Ugreen 20W USB C Sạc Nhanh PD 3.0 Sạc Tường Cắm Tương Thích Cho iPhone 16 Pro Max 14 Pro Max, Galaxy, Pixel 4 / 3, iPad Mini / Pro, Airpods Pro"
47,wrong_missing_item,3,"giao thieu; shop giao thieu; thieu hang","Bên shop giao thiếu hàng. Nhắn shop thì shop đổ lỗi cho bên vận chuyển. Nhắn bên vận chuyển thì đỏ thừa shop. Quá thất vọng 【MFi】Đầu chuyển đổi UGREEN USB C sang Lightning PD 20W sạc nhanh thích hợp cho iPhone 11 12 13 14/ iPad Pro Air/ Air Pod Pro"
48,seller_service,1,"shop khong rep","Chất lượng: keém Tính năng: ok Sản phẩm lỗi mình nhắn xử lí mà 3 ngày shop k rep Ugreen USB C HUB Type C sang 4K 30Hz HDMI PD100W USB HUB USB 3.0 Adapter Dock đa chức năng cho iPad Pro, MacBook Pro Air, Xiaomi Air, DELL Insprion, Phụ kiện máy tính xách tay Lenovo"
49,seller_service,1,"khong giai quyet","Hàng lỗi hư hỏng ko sd đc. Nt sốp thì ko giải quyết. Giá đỡ điện thoại UGREEN gắn xe hơi có nam châm xoay 360 độ tiện dụng cao cấp"
51,seller_service,1,"khong giai quyet","KHÔNG HỀ CÓ SẢN PHẨM USB TRONG HỘP, DÙ HỘP ĐẦY ĐỦ NHƯNG KHÔNG CÓ HÀNG. Lần đầu trong đời mua hàng trên shopee phải đánh giá 1 sao vì hàng đã bị bóc tem niêm phong, và tem đã dính bụi và cũ kĩ chứng tỏ đã có người mở ra trước, đầy đủ hộp nhưng không hề có usb, nhắn tin yêu cầu hoàn trả thì shop không giải quyết và còn cho chat bot rep mình suốt, vì 120k mà shop mất uy tín, rất thất vọng với dịch vụ! Ugreen USB Bluetooth 5.4 5.3 5.0 Bộ chuyển đổi Bộ thu phát Dongle không dây cho PC Windows 11 10 8.1 Tai nghe âm thanh nổi Bluetooth"
53,price_value,2,"phi tien; dat so voi","quá đắt so với chất lượng phí tiền [Mới] Ốp từ tính UGREEN cho iPhone 16 Pro Max Vỏ chống sốc cho iPhone 16Pro Vỏ TPU Macsafe"
54,price_value,1,"mua phi","các góc kính cường lực cứ bị kiểu bóng khí ko thể dán chặt xuống được, trông rất khó chịu, dán cả hai miếng đều bị cả hai, mua phí cả tiền lại còn mất công chờ đợi 0:04 [Dòng HD không viền] Kính cường lực bảo vệ màn hình UGREEN có nắp thẳng bôi phim kéo ra Tương thích với phim bảo vệ màn hình iPhone 17 Pro Max"
56,price_value,1,"phi tien","Cách xa mà ko sử dụng được phí tiền quảng cáo sai sự thật Ugreen Thẻ Thông Minh Định Vị Thông Minh Chống Mất Bluetooth5.0 Finder Airtag Theo Dõi Finder Định Vị Cho iPhone / iPad / Mac 1 bulldogvn"
58,packaging,2,"dong goi so sai; goi so sai","Chất lượng sản phẩm: Ok😋😋😋 Tính năng nổi bật: Ok❤️‍🔥❤️‍🔥❤️‍🔥 Đóng gói sơ sài. Không chuyên nghiệp. Trải nghiệm không được Tốt. 😒😒😒 Giao hàng thì quá lâu. Nản……..🙂‍↔️🙂‍↔️🙂‍↔️ Bộ chuyển đổi Bluetooth USB UGREEN, 6.0 Dongle cho PC, Plug & Play cho Windows 11 / 10 / 8.1, Bộ thu và phát Bluetooth cho chuột 1 1 2 56 57 58 59 60 DỊCH VỤ KHÁCH HÀNG Trung Tâm Trợ Giúp Shopee Shopee Blog Shopee Mall Hướng Dẫn Mua Hàng/Đặt Hàng Hướng Dẫn Bán Hàng Ví ShopeePay Shopee Xu Đơn Hàng Trả Hàng/Hoàn Tiền Liên Hệ Shopee Chính Sách Bảo Hành SHOPEE VIỆT NAM Về Shopee Tuyển Dụng Điều Khoản Shopee Chính Sách Bảo Mật Shopee Mall Kênh Người Bán Flash Sale Tiếp Thị Liên Kết Liên Hệ Truyền Thông THANH TOÁN ĐƠN VỊ VẬN CHUYỂN THEO DÕI SHOPEE Facebook Instagram LinkedIn TẢI ỨNG DỤNG SHOPEE © 2026 Shopee. Tất cả các quyền được bảo lưu. Quốc gia & Khu vực: Argentina Singapore Indonesia Thái Lan Malaysia Việt Nam Philippines Brazil México Đài Loan CHÍNH SÁCH BẢO MẬT QUY CHẾ HOẠT ĐỘNG CHÍNH SÁCH VẬN CHUYỂN CHÍNH SÁCH TRẢ HÀNG VÀ HOÀN TIỀN Công ty TNHH Shopee Địa chỉ: Tầng 4-5-6, Tòa nhà Capital Place, số 29 đường Liễu Giai, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam Chăm sóc khách hàng: Gọi tổng đài Shopee (miễn phí) hoặc Trò chuyện với Shopee ngay trên Trung tâm trợ giúp Chịu Trách Nhiệm Quản Lý Nội Dung: Nguyễn Bùi Anh Tuấn Mã số doanh nghiệp: 0106773786 do Sở Kế hoạch và Đầu tư TP Hà Nội cấp lần đầu ngày 10/02/2015 © 2015 - Bản quyền thuộc về Công ty TNHH Shopee 2"
60,seller_service,1,"khong tra loi","Sạc không dùng được với củ sạc của hãng khác, nhưng trong phần mô tả sản phẩm không hề ghi chú gì. Nhắn tin cho shop thì không trả lời thắc mắc của KH. Quá tệ. [Qi2 25W]Bộ sạc không dây từ tính 2 trong 1 UGREEN MagFlow Tấm sạc nhanh 25W có cáp bện 5 ngocdai59"
60,price_value,1,"mua phi","Đúng với mô tả: Hàng đúng mô tả Chất lượng sản phẩm: tốt - Pin nặng, cầm chắc tay, to hơn tay. Kiểu cầm vào nghi ngờ có đổ xi măng trong luôn ấy. - Vỏ bề ngoài thì không được lung linh nhưng đẹp theo kiểu hiện đại. Độ hoàn thiện cực kỳ tốt - Mình mua phiên bản có sẵn dây sạc khá tiện, nhưng dây này được gài chắc hơn để làm dây móc luôn thì tốt nữa - Sản phẩm đủ bảo hành, thông tin sản phẩm, hướng dẫn sử dụng - Có chức năng sạc nhanh và sạc đa thiết bị nhưng không bị nóng - Dung lượng hơi ít so với mình mong muốn nhưng chắc, không ảo như mấy pin no name - Có đủ chứng nhận an toàn ce, fcc, pse sài yên tâm không sợ cháy nổ - Giao hàng nhanh, từ nước ngoài mà về việt nam 3 ngày, tương đương với mình mua từ tỉnh khác. Tóm lại là hàng mua online ưng nhất của mình trong năm nay. Điểm trừ là dùng quá ưng, quá trâu, quá tiện lợi. Hiện tại thì đã bị bà mẹ đại phu nhân chiếm đoạt. Tối nào cũng nghe giọng bả xem phim cười khà khà cả đêm. Đên nay đã hôm thứ 3 vẫn chưa thấy trả lại để sạc. 【 20000mAh 30W 】 Sạc di động UGREEN Sạc dự phòng sạc nhanh power bank 20000mAh 30W PD / PPS25W / QC / UFCS / FCP / SCP / AFC Sạc điện thoại di động Powerbank sạc nhanh với 4 đầu ra cho máy tính bảng iPhone Android"
64,seller_service,1,"khong phan hoi","Tính năng nổi bật: Chạy nóng, toàn từ 70-80 độ C Chất lượng sản phẩm: Kém, làm nóng sang cả Mac Mini Sản phẩm chất lượng rất khém. Mình gắn với SDD WD Blue SN580 thì lúc nào nhiệt độ cũng 70-80 độ C bỏng cả tay dù chỉ dùng tác vụ nhẹ như lướt web, xem phim. Do nó ở mặt dưới nên rất nhiều người không để ý, vô tình lật lên nóng vô cùng. Làm nóng sang cả Mac Mini nên phải dùng phần mềm can thiệp vào quạt của Mac để làm mát cả cái đế này, nhưng liên tục can thiệp thì ko ổn. Kể cả khi ở chế độ ngủ, không làm gì cũng rất rất nóng. Đã nt cho shop nhưng shop không phản hồi, vô trách nhiệm. UGREEN 10Gbps 4K @ 240Hz 2xUSB-C sang DP 1xUSB-C 3.2 Gen2 10Gbps 4xUSB-A 3.2 10Gbps HUB 1xSD & TF 1xM.2 Nvme 1x3.5MM HUB đa chức năng Thích hợp cho Mac mini M4 / M4 Pro 2 daiquoc87"
64,seller_service,1,"khong tra loi","Giao sai hàng. Khách hàng nhắn tin thì không trả lời. Mấy hôm sau nói nt nhiều sẽ bị cho vào hàng chờ. Bla bla. Nt như doạ khách hàng, mua hàng mà như đi cầu cạnh shop không bằng UGREEN MỚI 360° Giá Đỡ Điện Thoại Từ Tính Chân Không Có Thể Gập Lại Và Xoay Chắc Chắn Lực Hút Mạnh Cho iPhone 12 13 14 15 16 Pro Max"
64,seller_service,1,"khong tra loi","Giao sai hàng. Khách hàng nhắn tin thì không trả lời. Mấy hôm sau nói nt nhiều sẽ bị cho vào hàng chờ. Bla bla. Nt như doạ khách hàng, mua hàng mà như đi cầu cạnh shop không bằng Ugreen Túi Đựng Điện Thoại Chống Thấm Nước Tiện Lợi"
64,seller_service,1,"khong tra loi","Giao sai hàng. Khách hàng nhắn tin thì không trả lời. Mấy hôm sau nói nt nhiều sẽ bị cho vào hàng chờ. Bla bla. Nt như doạ khách hàng, mua hàng mà như đi cầu cạnh shop không bằng UGREEN Túi đựng đồ dùng chống thấm nước tiện dụng chất lượng cao（12 *19cm ）"
