row_index,old_sentiment,new_sentiment,reason,review_text,cleaned_review,issue
381,negative,neutral,clear_neutral,"Mình đặt là lần t2, lần này giao cũng ko nhanh lắm tầm 1 tuần mới nhận đc hàng. Nhma đỡ hơn lần trc vì lần đầu đặt tận 2 tháng mà vẫn chưa thấy giao đến, rồi bị hủy luôn vì làm mất hàng của mình. Bắt đầu hơi có ác cảm từ đấy nên cho 4 sao 0:05",mình đặt là lần t2 lần này giao cũng khong nhanh lắm tầm 1 tuần mới nhận duoc hàng nhma đỡ hơn lần trc vì lần đầu đặt tận 2 tháng mà vẫn chua thấy giao đến rồi bị hủy luôn vì làm mất hàng của mình bắt đầu hơi có ác cảm từ đấy nên cho 4 sao 0 05,shipping_delivery
384,negative,neutral,clear_neutral,"Tai nghe xinh, giao cũng nhanh, kết nối bình thường, cảm ứng cũng lúc được lúc không, chất lượng thì đáng buồn vì tai nghe kết nối được ở khoảng cách chỉ tầm 1 mét chứ không phải 10m, xa hơn nghe bị tậm tịt như đấm vào tai:)) còn ở gần thì lúc ok thỉnh thoảng nghe cũng bị tậm tịt xước xước nhạc nhảy từ tai này sang tai kia nói chung là buồn, mình có định trả hàng nma lười nên thôi 0:05",tai nghe xinh giao cũng nhanh kết nối binh thuong cảm ứng cũng lúc duoc lúc khong chất lượng thì đáng buồn vì tai nghe kết nối duoc ở khoảng cách chỉ tầm 1 mét chứ khong phải 10m xa hơn nghe bị tậm tịt như đấm vào tai còn ở gần thì lúc ok thỉnh thoảng nghe cũng bị tậm tịt xước xước nhạc nhảy từ tai này sang tai kia nói chung là buồn mình có định trả hàng nma lười nên thôi 0 05,product_quality
390,negative,neutral,clear_neutral,mình thấy giao nhanh tai nghe thì nghe tạm ổn mình p thay mút bé vì tai mình hơi bé nhưng mà đeo cảm giác k thoải mái lắm kiểu nó cứ mút chặt vào tai như đi bơi dưới nước í hơi khó chịu. nhưng nếu đeo chặt khong bị thoát âm thì có chống ồn được nhé à về âm lượng mình đọc đánh giá mng bảo bé thì bé thật nhé mọi người 0:19,mình thấy giao nhanh tai nghe thì nghe tạm ổn mình p thay mút bé vì tai mình hơi bé nhưng mà đeo cảm giác khong thoải mái lắm kiểu nó cứ mút chặt vào tai như đi bơi dưới nước í hơi khó chịu nhưng nếu đeo chặt khong bị thoát âm thì có chống ồn duoc nhé à về âm lượng mình đọc đánh giá moi nguoi bảo bé thì bé thật nhé moi nguoi 0 19,product_quality
395,negative,neutral,clear_neutral,"Đeo hơi đau tai ,nghe cũng ổn ,180k thì cũng đc ,nhưng nghe lâu thấy hơi bực 0:07",đeo hơi đau tai nghe cũng ổn 180k thì cũng duoc nhưng nghe lâu thấy hơi bực 0 07,product_quality
396,negative,neutral,clear_neutral,"chất lượng tạm ổn, có điều hộp của mình bị thiếu 4 đầu cao su dự phòng, nên trừ đi 1 sao 0:11",chất lượng tạm ổn có điều hộp của mình bị thiếu 4 đầu cao su dự phòng nên trừ đi 1 sao 0 11,wrong_missing_item
409,negative,neutral,clear_neutral,"loa binh thường , ko xuất sắc mua dc giá 209k nên tìm sản phẩm khác 0:08",loa binh thường khong xuất sắc mua duoc giá 209k nên tìm san pham khác 0 08,product_quality
411,negative,neutral,clear_neutral,"Hộp bé như quá trứng gà 😄 được mỗi màu đẹp thôi. chưa đeo tới 1 2p đã bị đau tai mặc dù đã đổi đêm cao su nhỏ nhất. Nhiều bạn kêu âm thanh hay, mình ít nghe nhạc, ít dùng tai nghe mà còn thấy nó bt; mua vì đẹp thôi chứ ko hay lắm nha 😂😂",hộp bé như quá trứng gà duoc mỗi màu đẹp thôi chua đeo tới 1 2p đã bị đau tai mặc dù đã đổi đêm cao su nhỏ nhất nhiều bạn kêu âm thanh hay mình ít nghe nhạc ít dùng tai nghe mà còn thấy nó binh thuong mua vì đẹp thôi chứ khong hay lắm nha,product_quality
482,positive,neutral,clear_neutral,"Chất liệu: cao su Đúng với mô tả: giống hình Màu sắc: hồng Hình ảnh mang tính chất nhận xu dép đẹp , đi êm và rất nhẹ, sẽ ủng hộ shop tiếp nếu cần mua 1:01",chất liệu cao su đúng với mô tả giống hình màu sắc hồng hình ảnh mang tính chất nhận xu dép đẹp đi êm và rất nhẹ sẽ ủng hộ shop tiếp nếu cần mua 1 01,no_issue
501,positive,neutral,clear_neutral,"Chất liệu: nhua Màu sắc: nau Uiii săn được giá rẻ mà dép như vầy là quá ok, 10đ, êm nhẹ, mang trong nhà tuyệt vời luôn, mang ở ngoài cũng được. Sẽ ủng hộ shop tiếp ( số đo thì mình chỉ nhắm ước chừng thôi à) 0:04",chất liệu nhua màu sắc nau uiii săn duoc giá rẻ mà dép như vầy là quá ok 10đ êm nhẹ mang trong nhà tuyệt vời luôn mang ở ngoài cũng duoc sẽ ủng hộ shop tiếp số đo thì mình chỉ nhắm ước chừng thôi à 0 04,no_issue
521,positive,neutral,clear_neutral,"Màu sắc: nhu mo ta Đúng với mô tả: dung Chất liệu: xop Dép đi rất nhẹ, êm, mang nhà tắm chắc trượt dữ lắm. Săn sales giá rẻ, mọi người nên mua mang trong nhà cho ấm chân hay mang chơi chơi cũng được. Phù hợp làm dép khách sạn 0:05",màu sắc nhu mo ta đúng với mô tả dung chất liệu xop dép đi rất nhẹ êm mang nhà tắm chắc trượt dữ lắm săn sales giá rẻ moi nguoi nên mua mang trong nhà cho ấm chân hay mang chơi chơi cũng duoc phù hợp làm dép khách sạn 0 05,no_issue
569,negative,neutral,clear_neutral,"Hàng mới nhận, mẫu mã đúng quảng cáo nhưng thiếu 1 đầu chụp cho phần dây jack cắm dây mạng, camera trước khi mua có.",hàng mới nhận mẫu mã đúng quảng cáo nhưng thiếu 1 đầu chụp cho phần dây jack cắm dây mạng camera trước khi mua có,wrong_missing_item
588,neutral,negative,clear_negative,"Hai cái, một cái kết nối cài đặt rất nhanh, một cái thì đổ mồ hôi rất lâu mới kết nối được, cứ báo không kết nối được wifi mãi. Nhưng cuối cùng cũng ổn",hai cái một cái kết nối cài đặt rất nhanh một cái thì đổ mồ hôi rất lâu mới kết nối duoc cứ báo khong kết nối duoc wifi mãi nhưng cuối cùng cũng ổn,product_quality
595,negative,neutral,clear_neutral,"Đóng gói ko chắc chắn, gãy 1 bên ăng ten, test cam tạm được",đóng gói khong chắc chắn gãy 1 bên ăng ten test cam tạm duoc,product_quality
601,negative,neutral,clear_neutral,"Hình ảnh ở mức tạm được, ko nét cho lắm dù gần modem wifi . dc cái dễ lắp và cài đặt. 0:08",hình ảnh ở mức tạm duoc khong nét cho lắm dù gần modem wifi duoc cái dễ lắp và cài đặt 0 08,product_quality
619,positive,neutral,clear_neutral,Cam dùng tạm ổn.chưa xảy ra lỗi gì.nói chung đáng tiền 🤑,cam dùng tạm ổn chua xảy ra lỗi gì nói chung đáng tiền,no_issue
623,negative,neutral,clear_neutral,"Giao hàng quá chậm, đặt cả tuần mới nhận được hàng",giao hàng quá chậm đặt cả tuần mới nhận duoc hàng,shipping_delivery
658,negative,neutral,clear_neutral,"Độ mạnh: ổn Thời lượng pin: bình thường Chất liệu: cũng được Sản phẩm khá tốt, chất liệu cứng cáp, có 2 cấp độ, mát vừa, mát mạnh, thời lượng pin thì ổn, mà hơi thất vọng tại vì cái đầu quạt không xoay, di chuyển được, cứng đơ luông ắk 0:26",độ mạnh ổn thời lượng pin binh thuong chất liệu cũng duoc san pham khá tốt chất liệu cứng cáp có 2 cấp độ mát vừa mát mạnh thời lượng pin thì ổn mà hơi thất vọng tại vì cái đầu quạt khong xoay di chuyển duoc cứng đơ luông ắk 0 26,product_quality
661,negative,neutral,clear_neutral,"Độ mạnh: ok Thời lượng pin: đang kiểm chứng Chất liệu: tạm ổn Cũng may còn xài được,hàng vận chuyển mấy a shiper ném mạnh móp méo hết trơn 0:17",độ mạnh ok thời lượng pin đang kiểm chứng chất liệu tạm ổn cũng may còn xài duoc hàng vận chuyển mấy a shiper ném mạnh móp méo hết trơn 0 17,product_quality
665,positive,neutral,clear_neutral,Đúng với mô tả: ok Chất lượng sản phẩm: khá Tính năng nổi bật: chạy chế độ 1 được 4h Vừa mới nhận hàng sạc pin và chạy thử liên tục được 4h.,đúng với mô tả ok chất lượng san pham khá tính năng nổi bật chạy chế độ 1 duoc 4h vừa mới nhận hàng sạc pin và chạy thử liên tục duoc 4h,no_issue
676,negative,neutral,clear_neutral,"Vừa mới nhận dc. Quạt , máy bị trầy xước tùm lum. Chưa sử dụng nhưng nhận hàng như ko phải đồ mới hơi thất vọng .",vừa mới nhận duoc quạt máy bị trầy xước tùm lum chua sử dụng nhưng nhận hàng như khong phải đồ mới hơi thất vọng,product_quality
679,negative,neutral,clear_neutral,"Hai con ốc này ko vặn cứng đc, nên cái chụp sắt phía sau rất lỏng lẻo, ko chắc chắn. Shop ko kiểm tra hàng trước khi giao.",hai con ốc này khong vặn cứng duoc nên cái chụp sắt phía sau rất lỏng lẻo khong chắc chắn shop khong kiểm tra hàng trước khi giao,product_quality
680,negative,neutral,clear_neutral,"Vận chuyển bị móp, lồng quạt mềm, dễ móp, cánh cọ xè xè, motor bung óc, trục lệch như clip. Đợi hàng về r đi sửa thêm 50k. Nhắn shop rep đúng 3 dòng như ảnh. Chấm hỏi! Nhưng công tâm thì quạt có mát, sd tạm ổn. 0:12",vận chuyển bị móp lồng quạt mềm dễ móp cánh cọ xè xè motor bung óc trục lệch như clip đợi hàng về r đi sửa thêm 50k nhắn shop rep đúng 3 dòng như ảnh chấm hỏi nhưng công tâm thì quạt có mát sd tạm ổn 0 12,product_quality
696,negative,neutral,clear_neutral,"Chất lượng sản phẩm: tạm ổn Đúng với mô tả: đúng Tính năng nổi bật: làm mát,đã mua một cái và thấy ok nên mua thêm,nhưng mua lần 2 này ko ưng ý lắm vì shop đóng gói sơ sài,quạt thì to mà hộp đóng gói thì nhỏ xíu,móp méo,cánh quạt sát vào thân máy gây ra tiếng ồn lớn do va chạm vào nhau,máy thì quay rất ồn luôn,so với máy mình mua trước thì nó quạt êm hơn còn máy đợt này quá ồn,quay cảm giác rất khó chịu như tiếng máy cày ý",chất lượng san pham tạm ổn đúng với mô tả đúng tính năng nổi bật làm mát đã mua một cái và thấy ok nên mua thêm nhưng mua lần 2 này khong ưng ý lắm vì shop đóng gói sơ sài quạt thì to mà hộp đóng gói thì nhỏ xíu móp méo cánh quạt sát vào thân máy gây ra tiếng ồn lớn do va chạm vào nhau máy thì quay rất ồn luôn so với máy mình mua trước thì nó quạt êm hơn còn máy đợt này quá ồn quay cảm giác rất khó chịu như tiếng máy cày ý,packaging
705,negative,neutral,clear_neutral,Tính năng nổi bật: pin Chất lượng sản phẩm: 8/10 Lổi con ốc dài ngắn bị cọ vào cánh quạt trc khi ráp ngta nên test hoat độg kỷ rồi giao cho khách hàng. Shop làm ko chuyên nghiệp rồi. Hàg chưa sài chưa biết độ bền nhưg tui tự chế lại pass ốc để cân bằg cánh quạt rất phiền phức khi mua hàg mới mà lại chế cháo thêm. Chán cách bốc hàg cho khách quá. Ảnh mang tính chất minh hoạ.,tính năng nổi bật pin chất lượng san pham 8 10 lổi con ốc dài ngắn bị cọ vào cánh quạt trc khi ráp ngta nên test hoat độg kỷ rồi giao cho khách hàng shop làm khong chuyên nghiệp rồi hàg chua sài chua biết độ bền nhưg tui tự chế lại pass ốc để cân bằg cánh quạt rất phiền phức khi mua hàg mới mà lại chế cháo thêm chán cách bốc hàg cho khách quá ảnh mang tính chất minh hoạ,product_quality
710,neutral,negative,clear_negative,"Chất lượng sản phẩm: pin yếu, sạc đầy mà đang quạt hụt hơi, xong lên lại yếu Tạm được",chất lượng san pham pin yếu sạc đầy mà đang quạt hụt hơi xong lên lại yếu tạm duoc,product_quality
713,positive,negative,clear_negative,Tính năng nổi bật: ok Đúng với mô tả: ok Chất lượng sản phẩm: quạt thì ok nhưng củ sạc bị gãy đầu chui chui sạc bị gãy,tính năng nổi bật ok đúng với mô tả ok chất lượng san pham quạt thì ok nhưng củ sạc bị gãy đầu chui chui sạc bị gãy,product_quality
725,neutral,negative,clear_negative,"Độ mạnh: tốt Thời lượng pin: pin 10 cell nhưng bật chế độ thường chỉ dùng được tầm 2 tiếng 30p Chất liệu: ổn Pin yếu, không như kì vọng 0:12",độ mạnh tốt thời lượng pin pin 10 cell nhưng bật chế độ thường chỉ dùng duoc tầm 2 tiếng 30p chất liệu ổn pin yếu khong như kì vọng 0 12,product_quality
727,negative,neutral,clear_neutral,Quạt mạnh nhưng giao về là thùng giấy carton bình thường không phải thùng của quạt nên chả biết nhãn mác xuất xứ gì cả. nhìn cuc pin cũng chả biết có phải 10 cell không. Mỗi lần sạc pin phải tháo ra khá phiền vì nó nặng 0:05,quạt mạnh nhưng giao về là thùng giấy carton binh thuong khong phải thùng của quạt nên chả biết nhãn mác xuất xứ gì cả nhìn cuc pin cũng chả biết có phải 10 cell khong mỗi lần sạc pin phải tháo ra khá phiền vì nó nặng 0 05,packaging
767,positive,negative,clear_negative,Chất lượng sản phẩm: ổn Đúng với mô tả: đúng Hoi nhanh hết pin chút,chất lượng san pham ổn đúng với mô tả đúng hoi nhanh hết pin chút,product_quality
769,negative,neutral,clear_neutral,Quạt dùng tạm được nhưng thấy bị thiếu dây treo quạt. Có các nấc để bật các chế độ. Quà sinh nhật cho con gái rất thích 0:04,quạt dùng tạm duoc nhưng thấy bị thiếu dây treo quạt có các nấc để bật các chế độ quà sinh nhật cho con gái rất thích 0 04,wrong_missing_item
773,negative,neutral,clear_neutral,"Đúng với mô tả: Đúng Chất lượng sản phẩm: K bt K cs đây đeo cổ , K có miếng thơm như đánh giá",đúng với mô tả đúng chất lượng san pham khong binh thuong khong cs đây đeo cổ khong có miếng thơm như đánh giá,wrong_missing_item
782,neutral,positive,positive_fulfillment,"Xài đc xíu là hết pin. Chán Giao hành nhanh, đúng mẫu mã. Hình ảnh mang tính nhận xu",xài duoc xíu là hết pin chán giao hành nhanh đúng mẫu mã hình ảnh mang tính nhận xu,product_quality
786,negative,neutral,clear_neutral,"Quạt bật lên có kêu rè rè do ma sát với dây điện, dây điện dán bằng súng bằng keo không chắc lắm nhưng có thể tự dán lại. Quạt có năm chế độ, cũng mát không đến nỗi tệ. Độ hoàn thiện vừa phải nhưng với giả cả thế này thì cũng bình thường.",quạt bật lên có kêu rè rè do ma sát với dây điện dây điện dán bằng súng bằng keo khong chắc lắm nhưng có thể tự dán lại quạt có năm chế độ cũng mát khong đến nỗi tệ độ hoàn thiện vừa phải nhưng với giả cả thế này thì cũng binh thuong,product_quality
792,negative,neutral,clear_neutral,Đặt màu Hồng giao màu xanh,đặt màu hồng giao màu xanh,product_attribute
796,neutral,negative,clear_negative,Pin yếu mới đến 19% pin đã hết,pin yếu mới đến 19 pin đã hết,no_issue
821,neutral,negative,clear_negative,Chất liệu: chat lieu on ap Giá đỡ: gió k mạnh lắm pin nhanh hết Kích thước: nói chung so vs giá này thì k đồi hỏi nhìu,chất liệu chat lieu on ap giá đỡ gió khong mạnh lắm pin nhanh hết kích thước nói chung so vs giá này thì khong đồi hỏi nhìu,product_quality
837,negative,neutral,clear_neutral,Đặt trắng về màu đen,đặt trắng về màu đen,product_attribute
842,negative,neutral,clear_neutral,Đặt màu hồng giao màu trắng,đặt màu hồng giao màu trắng,product_attribute
843,negative,neutral,clear_neutral,đặt hồng giao xanh đen???:)))),đặt hồng giao xanh đen,product_attribute
854,negative,neutral,clear_neutral,"Chất liệu: nhựa Giá đỡ: mức gió vừa phải chỉ mát mát ,gió ko mạnh lắm Kích thước: dễ cầm nhưng gió mạnh nên hơi thiếu tiện nghi Tạm dc 0:38",chất liệu nhựa giá đỡ mức gió vừa phải chỉ mát mát gió khong mạnh lắm kích thước dễ cầm nhưng gió mạnh nên hơi thiếu tiện nghi tạm duoc 0 38,product_quality
864,negative,neutral,clear_neutral,Màu sắc: xám Chất liệu: k biết Đúng với mô tả: from quá nhỏ 😭 Áo quá bé k mặc nổi. Mặc k ôm. Mặc lòi 2 bên dia nách quá nhiều. Che đc xíu ngực thôi à. Quán chán 😩😩😩😩 nhận xu nhậnnn xu nhận xuuu 0:10,màu sắc xám chất liệu khong biết đúng với mô tả from quá nhỏ áo quá bé khong mặc nổi mặc khong ôm mặc lòi 2 bên dia nách quá nhiều che duoc xíu ngực thôi à quán chán nhận xu nhậnnn xu nhận xuuu 0 10,product_attribute
870,negative,neutral,clear_neutral,"Đặt hai áo bra cùng kiểu nhưng chất lượng lại khác nhau tổng quan áo không được đẹp, vải thì cảm giác như giặt vài lần sẽ bị sải hết, một cái tạm được, trog khi cái còn lại cũng cùng 1 mẫu nhưng lại bị chảy xệ như là mặc rồi, đường may không chắc chắn mút che cũng lệch khá nhiều u so với 2 bên 1 k*****m",đặt hai áo bra cùng kiểu nhưng chất lượng lại khác nhau tổng quan áo khong duoc đẹp vải thì cảm giác như giặt vài lần sẽ bị sải hết một cái tạm duoc trog khi cái còn lại cũng cùng 1 mẫu nhưng lại bị chảy xệ như là mặc rồi đường may khong chắc chắn mút che cũng lệch khá nhiều u so với 2 bên 1 khong m,product_quality
876,negative,neutral,clear_neutral,"cũng đc mua 2c giao lộn hết 1c ròi, shop xin lỗi mà giải quyết bằng cách cho voucher giảm giá khi mua hoá đơn 99k, v là phải mua thêm he gì? là xin lỗi dữ chưa, làm tốn tiền đặt thêm 1c màu khác để mặc đồ",cũng duoc mua 2c giao lộn hết 1c ròi shop xin lỗi mà giải quyết bằng cách cho voucher giảm giá khi mua hoá đơn 99k v là phải mua thêm he gì là xin lỗi dữ chua làm tốn tiền đặt thêm 1c màu khác để mặc đồ,wrong_missing_item
908,negative,neutral,clear_neutral,"Chất lượng sản phẩm: bth Đúng với mô tả: đúng Mình pass 2 áo trắng sz 34 vì đặt nhầm,áo hơi chật nhé, lấy đúng sz vẫn bị kích. Dây áo ngắn nên mặc có cảm giác khó chịu, thường xuyên phải kéo xuống vì cứ hoạt động mạnh là áo bị kéo lên.",chất lượng san pham binh thuong đúng với mô tả đúng mình pass 2 áo trắng sz 34 vì đặt nhầm áo hơi chật nhé lấy đúng sz vẫn bị kích dây áo ngắn nên mặc có cảm giác khó chịu thường xuyên phải kéo xuống vì cứ hoạt động mạnh là áo bị kéo lên,product_attribute
937,negative,neutral,clear_neutral,Sản phẩm đúng nhưng bên vận chuyển thái độ vs mình làm lạc đơn của mình xog điện báo cáo nhưng lúc đó mình bận ko nghe máy dc . Lúc về mình thấy số lạ điện nên đã điện lại 2 lần ko ai nghe máy . Tí nữa 30p sau bên vận chuyện điện lại mắng mình bảo đơn hàng bị lộn có tí mà điện quài ? Rõ ràng trc đó mình có bt j đâu nếu shop giúp mình phản ánh vận chuyển mình sẽ đánh giá 5sao 🥰 1 h*****0,san pham đúng nhưng bên vận chuyển thái độ vs mình làm lạc đơn của mình xog điện báo cáo nhưng lúc đó mình bận khong nghe máy duoc lúc về mình thấy số lạ điện nên đã điện lại 2 lần khong ai nghe máy tí nữa 30p sau bên vận chuyện điện lại mắng mình bảo đơn hàng bị lộn có tí mà điện quài rõ ràng trc đó mình có binh thuong j đâu nếu shop giúp mình phản ánh vận chuyển mình sẽ đánh giá 5sao 1 h 0,shipping_delivery
941,negative,neutral,clear_neutral,Đúng với mô tả: đúng Nắp đậy không vừa dễ rớt phải dán băng keo nhưng chưa biết có giữ được không? 0:06,đúng với mô tả đúng nắp đậy khong vừa dễ rớt phải dán băng keo nhưng chua biết có giữ duoc khong 0 06,product_quality
956,negative,positive,positive_fulfillment,Đúng với mô tả: sản phẩm càn phải chú trọng hon nút quá dễ rớt ra:((((((((((((,đúng với mô tả san pham càn phải chú trọng hon nút quá dễ rớt ra,product_quality
959,negative,neutral,clear_neutral,"Vải nồi tưởng là cục tạ, ai ngờ đâu chỉ là cái vỏ, h bt bỏ gì vào để đc 2kg đây? Nắp tạ thì lỏng",vải nồi tưởng là cục tạ ai ngờ đâu chỉ là cái vỏ h binh thuong bỏ gì vào để duoc 2kg đây nắp tạ thì lỏng,product_attribute
975,negative,neutral,clear_neutral,"Sản phẩm bị móp, nhồi xong chưa đúng cân",san pham bị móp nhồi xong chua đúng cân,product_quality
992,negative,neutral,clear_neutral,Chất lượng sản phẩm: binh thuong Đúng với mô tả: te Tôi mơi đá đc 2 hôm mà bóng đã bung chỉ Cho shop 2 sao vì cái bơm tốt 0:08,chất lượng san pham binh thuong đúng với mô tả te tôi mơi đá duoc 2 hôm mà bóng đã bung chỉ cho shop 2 sao vì cái bơm tốt 0 08,product_quality
1043,negative,neutral,clear_neutral,Chất lượng sản phẩm: tạm đc Đúng với mô tả: khoong Không giao đúng như mô tả,chất lượng san pham tạm duoc đúng với mô tả khoong khong giao đúng như mô tả,product_attribute
1056,neutral,negative,clear_negative,Đúng với mô tả: đúng Chất lượng sản phẩm: tạm Mình k biết do vận chuyển hay do gì đó mà khi giao tới mình thì mình bơm vào thì nó bị méo chứ k dc tròn,đúng với mô tả đúng chất lượng san pham tạm mình khong biết do vận chuyển hay do gì đó mà khi giao tới mình thì mình bơm vào thì nó bị méo chứ khong duoc tròn,product_quality
1067,negative,neutral,clear_neutral,"Bóng tạm đc, da tạm. Bơm thì đểu quá bơm chưa lên đã gãy",bóng tạm duoc da tạm bơm thì đểu quá bơm chua lên đã gãy,product_quality
