review_id,review_text,sentiment_label,issue_label,is_multi_topic,secondary_issue,comment_type,source
28,Chất liệu: dép đẹp luôn Đúng với mô tả: đi êm chân mà k bị trơn nha nên mua nha cả nhà Màu sắc: màu đẹp nữa.minh mua theo com bo 5 đôi giá hời 105k rất chi la ưng.sẽ ung hộ shop dài dài nhá. Chuẩn size nha ca nhà,positive,no_issue,yes,size_fit,free_text_review,shopee_real_scraped
29,"Độ êm: Êm, thoải mái Chất liệu: Cao su nhẹ chân Màu sắc: Màu nâu giống mô tả Giá hợp lý so với chất lượng, mang rất nhẹ rất êm chân, mới mua chưa xài lâu nên độ bền thì mình chưa đánh giá được. Ưng! 🫶🏻",positive,no_issue,yes,damaged_defective,free_text_review,shopee_real_scraped
30,Giao hàng nhanh shiper thân thiện lắm ạ mặt déo nhìn cũng ok 26k như v là rất ok lun r ạ lần s sẽ ủng hộ tiếp ạ,positive,no_issue,no,,free_text_review,shopee_real_scraped
31,"Độ êm: êm Chất liệu: xốp Màu sắc: nâu tây Mk rất ưng sản phẩm , shop giao đủ số lượng, số size đúng màu Dép đi rất nhẹ và êm Mk đc áp vochouer siêu rẻ M.n nên mua trải nghiệm cùng mk nha",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
32,"Dép đi trong nhà chống trơn trượt là loại dép có đế cao su hoặc nhựa (EVA, PVC) thiết kế gai ma sát, giúp an toàn trên sàn ướt, đồng thời có thể chống thấm nước, thoáng khí, êm chân, nhẹ, và nhiều loại còn có khả năng massage, giữ ấm, khử mùi, phù hợp để đi trong nhà, nhà tắm, văn phòng, với các chất liệu phổ biến như cao su, nhựa dẻo, xốp nhẹ, và vải bông, đáp ứng nhu cầu đa dạng từ sự thoải mái đến vệ sinh. Các loại phổ biến & đặc điểm nổi bật: Dép nhựa EVA/PVC lỗ thoáng khí: Đặc điểm: Siêu nhẹ, bền, chống nước, mau khô, có lỗ thoáng khí (giảm mùi hôi), đế chống trượt hiệu quả, êm chân. Phù hợp: Nhà tắm, nhà vệ sinh, nhà có trẻ nhỏ",positive,no_issue,yes,damaged_defective,free_text_review,shopee_real_scraped
33,Độ êm: đi rất em chân Chất liệu: nhựa xốp Màu sắc: màu lâu Hàng đẹp giá rẻ đi êm chống trơn trượt tốt sẽ ủng hộ shop lâu dài,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
34,Độ êm: mang êm chân Chất liệu: ok Màu sắc: đep Giao hàng nhanh nhiệt tình dép đi êm chân màu đẹp mình sẽ ủng hộ shop tiếp. Shop nhiệt tình dễ thương,positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
35,"Độ êm: em Chất liệu: tot Màu sắc: ndnsbs Giao hàng nhanh, đóng gói cẩn thận. Sản phẩm đúng mô tả, dùng ổn áp trong tầm giá. Sẽ ủng hộ shop lần sau 👍",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
36,Độ êm: dep siêu êm luôn Chất liệu: cao su Màu sắc: trắng giao hàng hanh. dép đi êm chân. siêu nhẹ ý săn được giá đẹp nữa thì 10₫ thôi,positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
37,"Độ êm: em, thoai mai lam luon Chất liệu: nhua cao su mem lam luon moi nguoi oi Màu sắc: Màu rất đẹp đáng mua Quá xứng đáng với giá tiền đáng mua lắm ạ",positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
38,"Độ êm: Sơn cỏ hay sơn cỏ giá rẻ là dòng sơn được sản xuất tại thị trường Việt Nam và không có thương hiệu. Những loại sơn này thường được sử dụng với những công trình không yêu cầu kỹ thuật cao ví dụ như phòng trọ, nhà xưởng, nhà cho thuê…",positive,no_issue,yes,damaged_defective,free_text_review,shopee_real_scraped
39,"Đúng với mô tả: xinh Chất liệu: nhựa Màu sắc: đen, xám dép đẹp, màu đen, màu xám, rất đẹp, tui rất thích, sẽ mua vào lần sau, và sẽ giới thiệu cho bạn bè cũng mua",positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
40,"Màu sắc: nau Chất liệu: caossu Đúng với mô tả: dung mo ta Mua 3doi, 2 size khác nhau, nhug shop ship cả 3 đôi giống size nhau luôn! Nhung thôi, di trong nhà cũng ok Ship nhanh chóng Chất lượng ok",positive,no_issue,yes,size_fit,free_text_review,shopee_real_scraped
41,"Màu sắc: 10/10 Chất liệu: 10/10 Đúng với mô tả: 10/10 Mua kb bnh đôi rùi đấy, tui chỉ là mua thêm để đi thui với có màu xanh mới mới nên mua thêm màu xanh hihi",positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
42,Độ êm: dép mang rất nhẹ và êm ái Chất liệu: chất liệu xốp Màu sắc: màu nâu Shop gói hàng cẩn thận giao hàng nhanh chóng mua với giá hời nên rất là hài lòng,positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
43,Độ êm: Dép mang êm.đẹp.mềm lắm Chất liệu: Chất nhựa cao su dẻo Màu sắc: Màu sắc đa dạng.giống hình ảnh Mua về nhìn ưng lắm. Êm mềm đẹp. Đi thoải mái,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
44,"Độ êm: êm , nhẹ Chất liệu: cao su mềm dẻo Màu sắc: trắng Hình ảnh chỉ mang tính chất nhận xu giao hàng nhanh chóng đóng gói cẩn thận nên mua",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
45,Độ êm: êm Chất liệu: nhưa dẻo giao hàng nhanh đúng hẹn hình ảnh mang tính chất minh hoạ thui mình mua mấy đôi đều oek hết nhé,positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
46,Độ êm: m Nhận hàng nhanh sip thân thiện màu đẹp hơn hình kiêu dáng phù hợp ko chê vào đâu được giá hợp lí mọi người lẻn mua,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
47,"Độ êm: nhẹ êm thoải mái Chất liệu: cao su mềm dẻo đi êm thích lắm nha mềm dẻo êm chân nhỏ nhẹ đi trong nhà rất tiện Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chạm và giữ một đoạn để ghim đoạn đó. Các đoạn đã bỏ ghim sẽ bị xóa sau 1 giờ.Nhấn vào một đoạn để dán vào hộp văn bản",positive,no_issue,yes,packaging,free_text_review,shopee_real_scraped
48,Dép xốp nhẹ tênh đi trong nhà rất ok mọi người nên mua nhá không có mùi. Mình chân 39 nhưng mua cỡ to 42-43 đi vẫn ok để đi tất mùa đông,positive,damaged_defective,no,,free_text_review,shopee_real_scraped
49,Màu sắc: ok Đúng với mô tả: đúq mô tả nhé Chất liệu: nhẹ chân mà êm nữa ak Mình đặt 2 lần đều ok nhe cả nhà. Đánh giá good,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
50,Đúng với mô tả: đúng mô tả Chất liệu: nhựa Màu sắc: nâu Thấy mền chân. Đi êm. Mà k biewts có bám hay k. Đi trong nhà. Khá ổn,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
51,"Màu sắc: đen Mua 3 đôi rồi giờ quay lại mua thêm 3 đôi nữa, dép rẻ 20k đôi thôi. Giao hàng nhanh đóng gói cẩn thận",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
52,Độ êm: dep nhẹ màu đẹp Chất liệu: nhựa mềm deo đi êm chân Màu sắc: đẹp Mẫu mã đung màu sắc đep dep nhẹ đi êm chan,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
53,"Màu sắc: nâu, Chất liệu: cao su Đúng với mô tả: đúng với mô tả, dép dễ đi , mềm k bị đau chân , đi lên nhìn chân bật tông😘😘😘😘",positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
54,"Dép mang rất nhẹ, mền dẻo đi rất êm không đau chân.Size thì lớn hơn size chuẩn, loại này dành cho người có bàn chân mập ,tròn thích hợp hơn 👍👍👍",positive,no_issue,yes,size_fit,free_text_review,shopee_real_scraped
55,"Độ êm: nhe, em Chất liệu: nhua Màu sắc: den Dép siêu nhẹ, đi êm chân. Do làm bằng nhựa mềm nên độ ma sát ở đế dép ko đc nhiều như đối với dép nhựa cứng. Giá thành phù hợp. Nên mua",positive,no_issue,yes,damaged_defective,free_text_review,shopee_real_scraped
56,"Chất liệu: cao su đi nhẹ êm ok Màu sắc: trắng, ghi Nch is the one who wants it for me and the kids will have a good day at work today so we will have",positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
57,"Màu sắc: đúng vs mô tả Dép đi rất êm, ko dễ bị trượt tui mua màu đen size 38-39 rất vừa và đi thấy ok mn mua đi trg nhà cx ok ạ",positive,no_issue,yes,size_fit,free_text_review,shopee_real_scraped
58,"Shop giao hàng nhanh đóng gói cẩn thận, giao đúng sản phẩm, giao đủ số lượng, hàng chất lượng mà giá cả phải chăng hợp lý, đáng mua nha mn",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
59,"Độ êm: nhẹ, êm, hơi mảnh Chất liệu: cao su, dẻo Màu sắc: nâu Mang êm chân, vừa vặn, bề ngang chân mình hơi nhỏ nên mang khad thoải mái",positive,no_issue,yes,size_fit,free_text_review,shopee_real_scraped
60,Đúng với mô tả: ok Chất liệu: nhựa Màu sắc: nâu dép ok đi êm vừa chân nên mua đúng size chân thường đi hoặc rộng hơn xíu thôi,positive,no_issue,yes,damaged_defective,free_text_review,shopee_real_scraped
61,"Chất liệu: cao su Đúng với mô tả: giống hình Màu sắc: hồng Hình ảnh mang tính chất nhận xu dép đẹp , đi êm và rất nhẹ, sẽ ủng hộ shop tiếp nếu cần mua",positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
62,Chất liệu: cao su Đúng với mô tả: ok Màu sắc: hồng Tui thấy dép dá này oki ròi nhma đừng có mua màu hồng nếu da mấy bà k có trắng tui mang mà chân tui thành mày đí luoin á,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
63,"Độ êm: deps mang raats nhẹ và đi êm chân Chất liệu: chaats lieeuj nhựa cao su mềm dẻo Màu sắc: mauf sắc đa dạng, giống hình ảnh",positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
64,"Độ êm: êm Chất liệu: cao su mềm Màu sắc: nhiều màu Dép đúng như mô tả,size khá chuẩn.giá cả cũng phải chăng.phù hợp đi trong nhà nhé",positive,no_issue,yes,damaged_defective,free_text_review,shopee_real_scraped
65,Độ êm: dep mang rat nhe di em chan thoai mai di trong nha Chất liệu: chat lieu cao su mem deo than thiên moi truong Màu sắc: mau sac đa dang giong hinh anh,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
66,"Độ êm: dep di em giong mo ta Chất liệu: chat lieu mem Màu sắc: mau ghi dep Dép giống mô tả màu đẹp, đi êm chân, giá rẻ nên mua nhé. Lần sau sẽ ủng hộ shop",positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
67,Dép ok cao su mềm dẻo rất dễ đi và êm chân màu hồng đẹp tươi tắm rất dẹp mn nên mua sẽ quay lại ửng hộ tiếp,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
68,"Đã nhận được hàng, hàng đóng gói sản phẩm cẩn thận. Đã sử dụng rất tốt, an tâm hơn khi vận hành trong gia đình. Shipper thân thiện 5 sao cho shop",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
69,Độ êm: nhẹ êm Chất liệu: nhựa Màu sắc: nâu đi nhẹ chân nhanh khô đẹp giá rẻ nên mua nha mọi người ơi giá rẻ ơi là rẻ luôn á,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
70,"Chất liệu: nhựa Đúng với mô tả: đúng Màu sắc: nâu Đép rất đẹp , chất lượng vải dày dặn , mình săn giá còn rẻ hơn mua ở máy shop tương tự chỗ mình ở . Rất nên mua",positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
71,"Độ êm: good Chất liệu: xop Màu sắc: trang dép đẹp đi êm, rẻ hơn ngoài chợ nhiều. lần sau sẽ ủng hộ shop thêm nè hêhheh 🫰🏻🫰🏻🫰🏻🫰🏻",positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
72,Đúng với mô tả: đúng Chất liệu: cao su Màu sắc: nâu Rẽ đẹp mang êm chưng mềm mại đặc biệt bền nữa mình mua nhìu lần r ưng lắm mọi người nên mua nhé 🥰🥰🥰🥰🥰🥰🥰,positive,no_issue,yes,damaged_defective,free_text_review,shopee_real_scraped
73,Đúng với mô tả: dudsng Màu sắc: nâu đen nâu dne Chất liệu: nhựa doẻ thì phải Giá rẻ lắm rẻ bất ngơd chất lượng oke lắm nha,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
74,Độ êm: dep mang nhe em chan mau xinh nua Zâng is the one who wants it for me and the kids will have a good day at work tt,positive,no_issue,no,,free_text_review,shopee_real_scraped
75,"Độ êm: dép msng rất nhẹ, đi êm chân, mang thoải mái trong nhà Chất liệu: nhựa cao su mềm dẻo dễ làm sạch Màu sắc: nhiều màu , phù hợp với mọi phong cách Đi trong nhà phù hợp, nên mua nha mn",positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
76,"Màu sắc: hong Chất liệu: nhua Đúng với mô tả: ok Mang êm chân , k trượt Mang thích lắm Mua sz rộng mang trong nhà cho thoai mái Nen mua nha ca nha",positive,no_issue,yes,size_fit,free_text_review,shopee_real_scraped
77,Dép tông đi trong nhà chất liệu nhựa mềm dẻo đi rất nhẹ và êm chân màu sắc đúng như quảng cáo dép rất ổn giá lại hạt dẻ hàng giao rất nhanh tặng shop 10 sao nhé,positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
78,Chất liệu: chawcs là nhựa cao su Màu sắc: màu đen Đúng với mô tả: đúng như mô tả Dép mềm êm đi vừa chân đi rất thích,positive,no_issue,yes,damaged_defective,free_text_review,shopee_real_scraped
79,"Chất liệu: ok Đúng với mô tả: ok Màu sắc: ok Dép mua cho ông bà nội iu của Thư á, dép đẹp lắm lun á chời mua lần 2 lun á mbg mua đi nha",positive,no_issue,yes,damaged_defective,free_text_review,shopee_real_scraped
80,"Chất liệu: nhua Màu sắc: nau Uiii săn được giá rẻ mà dép như vầy là quá ok, 10đ, êm nhẹ, mang trong nhà tuyệt vời luôn, mang ở ngoài cũng được. Sẽ ủng hộ shop tiếp ( số đo thì mình chỉ nhắm ước chừng thôi à)",positive,no_issue,yes,damaged_defective,free_text_review,shopee_real_scraped
81,"Đúng với mô tả: đúng như shop giới thiệu, hàng đẹp đi chắc chắn, êm chân Màu sắc: nhã nhặn Chất liệu: nhựa bền dẻo Sản phẩm chất lượng",positive,no_issue,yes,damaged_defective,free_text_review,shopee_real_scraped
82,Độ êm: dép nhẹ và êm chân nha Chất liệu: chất liệu mềm dẻo Màu sắc: màu về giống hình ảnh đi trong nhà hay đi đâu đều được,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
83,"Đúng với mô tả: ddunsg Màu sắc: nâu Chất liệu: phao Đi êm và nhẹ chân lắm, dép rất đẹp sẽ mua ủng hộ thêm vài chiếc để cho cả gia đình",positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
84,"Màu sắc: xanh Chất liệu: Nhựa dẻo Đúng với mô tả: ok Dép dẻo nhưng hơi mỏng, thích hợp đi trong nhà. Giá tốt, shop giao hàng nhanh, đóng gói chắc chắn. OK",positive,packaging,yes,shipping_delivery,free_text_review,shopee_real_scraped
85,Chất liệu: nhua Màu sắc: ok Đúng với mô tả: ok Giao hàng nhanh . Giá rẻ . Dép đi êm mà có chống trơn . Đi thoải mái,positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
86,"Chất liệu: dep xop Màu sắc: hong Đúng với mô tả: đung Shop đóng gói cẩn thận, dép đi khá là ok ạ! Đi dc tháng nay thấy dép ổn ạ",positive,no_issue,yes,packaging,free_text_review,shopee_real_scraped
87,Độ êm: nhe va em Chất liệu: xop Màu sắc: xam trang Nhẹ êm rẻ khi app mã giảm 20k cho đơn từ 0đ của shopee. Cảm ơn shopee sẽ đặt lại khi có mã ạ,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
88,Chất liệu: xốp nhẹ tênh Màu sắc: xanh Đúng với mô tả: đúng mô tả Dép nhẹ đi êm chân lắm nha.tiếc mua mỗi một đôi.Sau sẽ quay lại mua ủng hộ shop tiếp,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
89,Độ êm: eme Chất liệu: nhiwja hah gif ddos Gaio àhng mậnh chất lượng tốt giá ca rohuf hợp sẽ ủng jooj những lần tiép theo shipper thân thiẹn dhwksn,positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
90,"“Sản phẩm chất lượng vượt mong đợi, đóng gói cẩn thận, giao hàng nhanh chóng. Rất hài lòng và chắc chắn sẽ ủng hộ lâu dài!",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
91,"Màu sắc: màu đen Đúng với mô tả: hàng đúng với mô tả Chất liệu: dầy dặn Hàng chất liệu dầy dặn, giá cả đúng với chất lượng, hợp lý để đi tromg nhà",positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
92,Shop giao hàng nhanh. Đóng gói cẩn thận.. dép nhẹ đi êm chân . Mà màu nhạt đặt màu xanh mà tưởng đâu màu trắng á,positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
93,"Dép rất mềm, nhẹ chân bà dễ di chuyển trong nhà Màu xanh cốm nhạt rất đẹp. Mình mua mấy đôi hơn 100k mà đi không thích bằng đôi này có mấy chục",positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
94,Màu sắc: nhiều màu Chất liệu: nhựa mềm Đúng với mô tả: Đúng với mô ta Dép mềm nhẹ thích hợp đi trong nhà ai có nhu cầu mua thì nên mua nhé đi thích lắm,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
95,Đúng với mô tả: ok Màu sắc: đen Chất liệu: nhựa cao su Mang mềm êm chân lắm nha. Sẽ ủng hộ tiếp. Mình đã mua 2 đôi,positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
96,"Đúng với mô tả: đúng Chất liệu: hong biết Màu sắc: đen Sốp đóng gói gọn gàng, giao hàng nhanh, giao đúng đơn mình đặt. Dép giống hình, giá hạt dẻ",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
97,Chất liệu: nhựa dẻo Đúng với mô tả: đúng Màu sắc: nâu Giao hàng nhanh ship nhanh.shop đóng gói cẩn thận. Dép đi vừa chân.xuất xứ trung quốc,positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
98,"Đúng với mô tả: dung Chất liệu: dep Màu sắc: dep Hình ảnh giống như quảng cáo, giao hàng nhanh, sẽ còn tiếp tục ủng hộ shop những lần sau",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
99,"Dép đẹp đi em,nhẹ và thoải mái hơn nhiều so với các loại khác chất lượng thấy cũng ok còn lâu dài mới biết được độ bền nhưng giá rẻ chấp nhận được",positive,damaged_defective,yes,material_comfort,free_text_review,shopee_real_scraped
100,"Màu sắc: nhu mo ta Đúng với mô tả: dung Chất liệu: xop Dép đi rất nhẹ, êm, mang nhà tắm chắc trượt dữ lắm. Săn sales giá rẻ, mọi người nên mua mang trong nhà cho ấm chân hay mang chơi chơi cũng được. Phù hợp làm dép khách sạn",positive,no_issue,yes,material_comfort,free_text_review,shopee_real_scraped
101,"Màu sắc: đen, nâu Đúng với mô tả: đúng Giao hàng nhanh, dép mềm đi êm, vs giá tiền thế này chất lượng đã tốt r, mn nên mua",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
102,"Đã nhận đủ hàng, dép đẹp nhẹ, đi êm chân, đã mua lại lần 2 ,hàng giao nhanh, mọi người có nhu cầu lên mua nhé,sẽ mua ủng hộ sop lần sau, tặng sop 5*****",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped
