review_id,review_text,sentiment_label,issue_label,is_multi_topic,secondary_issue,comment_type,source
25,"vải gió đen, xanh than đúng theo hình ảnh mới mua lần đầu nhưng sản pham củng khá chat luong",positive,color_design,true,material_comfort,shopee_template_review,real_review
26,mâu sắc đúng mô tả chất vài tốt và mát thun lạnh hàng việt nam chất lượng cao khỏi phải lo lắng về vấn đề này. tôi đã mua rất nhiều lần,positive,product_quality,true,size_fit,shopee_template_review,real_review
27,"sản phẩm rất chất lượng, đáng giá với giá tiền. giao hàng nhanh chóng và đóng gói sản phẩm cẩn thận. chất lượng sản phẩm vượt xa mong đợi của tôi, rất hài lòng. 2 v",positive,product_quality,true,price_value,free_text_review,real_review
28,okhông okhông mềm shop giao hàng nhanh mà đóng gói cẩn thận. quần thì đường may rất cẩn thận. nói chung là săn sale với cái giá rẻ như thế mà quần thì quá chất lượng 1 rồi,positive,price_value,true,product_quality,shopee_template_review,real_review
29,"đen , ghi mát quần chất mát, đóng gói chỉnh chu, đẹp bạn mình thấy đẹp nên xin linkhông để mua cho bố 1 d",positive,color_design,true,material_comfort,shopee_template_review,real_review
30,quần mặt vừa size cao 1m77 nặng 75kg nha. mặt vải mát mịn. giặt mấy lần rồi túi quần không bị rách. túi nào cũng có dây kéo. co giãn nhẹ. ckhông mình rất thít vải quần này. đang tính mua thêm. nên mua nha bà kon 1 6,positive,size_fit,true,material_comfort,free_text_review,real_review
31,"đen, ghi đúng size tư vấn 92% polyester 8% spandex cao m72, nặng 68kg shop tư vấn size xl, khuyeen moij ng mua rộng hơn xíu cho thoải mái. chất vải phù hợp với giá tiền, 1 t",positive,size_fit,true,material_comfort,shopee_template_review,real_review
32,đúng với mô tả đẹp hàng nhận về đẹp mặc thoải mái rất thích đã mua 2 lần! lần sau lại ủng hộ shop tiếp!,positive,product_quality,false,,shopee_template_review,real_review
33,"combo 2 màu xanh than và đen chất đẹp, mát , mình đã mua so bên shop này rất nhiều lần, rất ưng,nhân viên tư vấn nhiệt tình 1 n",positive,color_design,true,product_quality,shopee_template_review,real_review
34,"chất lượng sản phẩm tốt nha. giá lại quá rẻ. quần có co giãn nhẹ, lại có khoá túi, rất tiện đi tập thể dục 1 u e",positive,product_quality,true,price_value,free_text_review,real_review
35,"chất lượng sản phẩm rất tốt, đóng gói cẩn thận, nhận hàng nhanh chóng. chất lượng sản phẩm không làm thất vọng, giá cả hợp lý. đánh giá 5 sao. chất lượng sản phẩm ổn định, giá cả phải chăng. tôi rất hài lòng. chất lượng sản phẩm tuyệt vời, giá thành hợp lý. đã giới thiệu cho bạn bè. chất lượng sản phẩm vượt xa giá trị của nó. sẽ mua lại ở shopee. dịch vụ giao hàng nhanh, sản phẩm chất lượng. hài lòng 100%.",positive,product_quality,true,shipping_delivery,free_text_review,real_review
36,"đúng mô tả ghi đậm shop đóng gói sản phẩm rất kỹ và giao hàng khá nhanh.chất liệu chất lượng sản phẩm thì rất ok,vải dày dặn mà mặc thoáng mát,túi thì đều có khóa rất tiện.shop tư vấn rất nhiệt tình.thanks shop. 3 1 2 4 5 6 7",positive,material_comfort,true,seller_service,shopee_template_review,real_review
37,"mua 2 cái quần ưng ý lắm ạ, em quay lại mấy lần shop rồi thấy ưng cái bụng cực kì ạ, shop chuẩn bị hàng đóng gói và vận chuyển nhanh chóng",positive,product_quality,true,shipping_delivery,free_text_review,real_review
38,"vỏ gối mát cực, nằm ngủ thoải mái gối êm nha, đàn hồi tốt, bông chuẩn bao bì đẹp, mùi thơm, dùng xong thấy da cũng ok, nên dùng thử nha",positive,material_comfort,true,product_quality,free_text_review,real_review
39,"vải gió màu đẹp như hình đã đăng bán kiểu dáng như hình shop đăng bán 52 kg mua size m,mặc vừa nha. màu vải đẹp,không bị ra màu khi giặt với xà phòng giặt đồ. tiện lợi cho chơi các môn thể thao,vì giặt nhanh khô,vì là loại vải gió. có túi 2 bên không . có thêm dây rút để điều chỉnh độ rộng ,chật bụng. nên mua nha cả nhà. shiper giao hàng cũng rất nhiệt tình",positive,size_fit,true,material_comfort,shopee_template_review,real_review
40,"thoáng mát. phù hợp mặc mùa hè không rõ chất liệu màu sắc đúng như hình ảnh shop đã đăng màu quần đẹp, không bị ra màu khi giặt. quần có dây rút phía bên trong. kiểu quần năng động. mặc thoáng mát, phù hợp mặc mùa hè phù hợp giá tiền. nên mua nha cả nhà",positive,material_comfort,true,damaged_defective,shopee_template_review,real_review
41,"giao hàng nhanh, đúng như lựa chọn. đóng gói cẩn thận. chất liệu mẫu mã đúng như quảng cáo. độ hoàn thiện, đường may rất cẩn thận và chuẩn. các chi tiết nhỏ cũng làm rất chỉnh chu. nói chung là rất hài lòng với sản phẩm này. mua được với giá chỉ 70k/ cái. rất ổn so với những lần mua trc của shop khâc trên sàn. sẽ tiếp tục ủng hộ khi có nhu cầu. chua khi nào mua quần áo trên sàn mà ưng ý như thế",positive,product_quality,true,price_value,free_text_review,real_review
42,"thoang mát, chất nhẹ màu đẹp quần giá khá ổn, màu đa dạng, chất vải nhẹ mặc mát, đã mua lại lần 2 rất ưng",positive,material_comfort,true,product_quality,shopee_template_review,real_review
43,"mềm đẹp okhông đã mua có shop nhiều lần, chất lượng tốt, mặc phom chuẩn thoải mái. giá rẻ đáng để mua và ủng hộ lần sau",positive,price_value,true,product_quality,shopee_template_review,real_review
44,"chuẩn màu đen và ghi vải gió chuẩn giao hàng nhanh đóng gói cẩn thận. săn sale trên live giá rẻ, mặc thoải mái. cho shop 5 sao.",positive,price_value,true,color_design,shopee_template_review,real_review
45,"nhu hinh anh gió đen, ghi chất liệu vải, kiểu dáng quần đẹp mình đã mua lần 2 rồi chồng mặc rất thoải mái. giao hàng nhanh sẽ tiếp tục ủng hộ shop",positive,color_design,true,material_comfort,shopee_template_review,real_review
46,"dễ chịu vải gió mềm , đũng may dễ mặc màu sắc chuẩn, chất liệu vải gió, đường may chắc chắn, quần form chuẩn mua nhiều lần nhiều màu thay đổi",positive,material_comfort,true,color_design,shopee_template_review,real_review
47,okhông sản phẩm đúng như miêu tả. shop đóng gói và giao hàng nhanh.vải quần mặc mát và thoải mái. giá phù hợp. cảm ơn shop. sẽ ủng hộ thêm khi cần,positive,product_quality,true,material_comfort,shopee_template_review,real_review
48,"quần mát, khô nhanh vải co giãn tốt màu sắc đẹp.không phai màu hàng okhông nha shop. đã mua shop nhiều lần. sẽ ủng hộ lần sau nhé",positive,material_comfort,true,product_quality,shopee_template_review,real_review
49,"đúng okhông đen quần đẹp, chất gió thoáng, nhẹ. độ dài hợp lý, vừa phải. mua được sale nên giá tốt. rất nên mua",positive,price_value,true,product_quality,shopee_template_review,real_review
50,"tốt vải nhiều màu quần đẹp, chất lượng, đã mua nhiều lần rồi nên yên tâm chất lượng nha. ship hàng nhanh, đóng gói sản phẩm cẩn thận, mọi người nên mua nhé",positive,product_quality,true,material_comfort,shopee_template_review,real_review
51,"đẹp co giãn,mát lần đầu mua của shop, quần đẹp, đường may đẹp ít chỉ thừa,săn sale được giá rẻ, sẽ ủng hộ shop thêm những lần sau",positive,price_value,true,material_comfort,shopee_template_review,real_review
52,"okhông okhông đen xám hàng okhông chất liệu mỏng thoáng hợp với chạy nhảy. sử dụng ngày mai sẽ review kĩ hơn, còn lại thấy ổn với giá tiền",positive,material_comfort,true,color_design,shopee_template_review,real_review
53,"đen, than gió đúng giao hàng rất nhanh, đúng, đủ hàng. size chuẩn mặc vừa. bạn nào muốn mặc thoải mái thì tăng thêm",positive,size_fit,true,material_comfort,shopee_template_review,real_review
54,"tốt gió đẹp chất liệu quần tương đối đẹp mát vải gió, shop đóng gói cẩn thận hàng đẹp sẽ ủng hộ shop lần tiếp theo",positive,material_comfort,true,product_quality,shopee_template_review,real_review
55,"xanh đậm đúng với mô tả vải cotton quần này mình mua lần thứ 3 rồi, rất hài lòng. form đẹp, màu nhã nhặn, đặc biệt là nhẹ",positive,color_design,true,material_comfort,shopee_template_review,real_review
56,"shop chuẩn bị hàng nhanh, giao hàng đúng hẹn. sản phẩm được đóng gói cẩn thận, chỉn chu. chất vải đẹp, form mặc lên rất chuẩn và dễ chịu. đã mua nhiều lần",positive,product_quality,true,shipping_delivery,free_text_review,real_review
57,"tôi thấy quần mặc thoải mái, thoáng mát chất liệu vải mềm mại, co giãn tốt. màu sắc đúng hình ảnh về mặc giặt không bị phai màu. mặc thoải mái, dẽ chịu mua lại 2 lần rồi. toàn mua combo add mã giảm giá vào",positive,material_comfort,true,color_design,shopee_template_review,real_review
58,mình rất hai lòng về sản phẩm này vừa rẻ vừa đẹp vừa đáng tiền nữa shop này quá là uy tín luôn ạ mời m.n ghé shop này ạ vừa rẻ vừa chất lượng nữa lần sau mình ủng hộ shop tiếp,positive,price_value,true,product_quality,free_text_review,real_review
59,"shop giao hàng nhanh chóng, đóng gói cẩn thận. quần có dãn tốt, mặc lên vừa vặn, dáng thể thao năng động và nhẹ nhàng. mọi người nên mua nha",positive,size_fit,true,packaging,free_text_review,real_review
60,tôi tahays quần đùi thoáng mát chất liệu mềm co giãn tốt đúng với mô tả hàng okhông nha shop. đã mua nhiều lần. sẽ ủng hộ lần sau nhé,positive,material_comfort,true,product_quality,shopee_template_review,real_review
61,shop giao hàng nhanh. shop đóng gói hàng cẩn thận. hàng nhận được sạch sữ. hàng sử dụng rất tốt. cảm ơn shop rất nhiều. mua khăn của shop vài lần. giá tốt. khăn thấm hút nước rất tốt. dày vừa phải không bị dày quá cũng không bị mỏng quá. rất nên mua.,positive,material_comfort,true,packaging,free_text_review,real_review
62,"tốt đúng chất vải cotton, mềm, lau êm mặt hàng giao đúng màu nè, màu nào cũng đẹp hàng giao nhanh, anh shipper thân thiện lắm xincamon rất nhiều 382 vuonghuyhai ussh",positive,material_comfort,true,shipping_delivery,shopee_template_review,real_review
63,"nhận đủ hàng. cảm nhận ban đầu khăn quá ok, chất vải cotton thì chuẩn rồi. với giá này thì bình dân. sẽ ủng hộ làn sau! 142 t",positive,material_comfort,true,product_quality,free_text_review,real_review
64,"đúng được khăn dùng tốt, chất lượng như trong hình chụp. theo kênh rbc trong một cuộc phỏng vấn với ấn phẩm lv ngày 28 tháng 1, thứ trưởng bqp ukraine, tướng ivan gabriliukhông cho biết pháp có thể sẽ cung cấp cho quân đội ukraine 3000 quả đạn pháo 155mm mỗi tháng",neutral,spam_irrelevant,false,,spam_irrelevant,real_review
65,tuyệt vời tốt chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh và rất đág tiền. 113 a,positive,product_quality,true,shipping_delivery,shopee_template_review,real_review
66,"tốt đúng shop giao hàng đầy đủ đóng gói cẩn thận. đóng gói riêng từng chiếc. hàng nhận được sạch sẽ. cảm ơn shop. nhà mình chỉ xài khăn dài cỡ này để lau mình khi tắm thôi không xài loại dài hơn được. giá cả khăn rất phải chăng. chất lượng khăn lại tốt vượt giá cả. khăn thấm hút tốt, dày vừa phải cầm không bị nặng tay.",positive,material_comfort,true,product_quality,shopee_template_review,real_review
67,"tốt giống như mô tả khăn đẹp lắm nhé. chất bông thấm nước tốt, săn được sale giá rẻ. mình rất ưng. sẽ tiếp tục ủng hộ shop",positive,price_value,true,product_quality,shopee_template_review,real_review
68,tốt đúng liệu chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh và rất đáng tiền.,positive,product_quality,true,shipping_delivery,shopee_template_review,real_review
69,shop chuẩn bị và gửi hàng đi nhanh. đóng gói kỹ. có mã giảm giá nên mình mua được với giá tốt khăn dày. màu đẹp. chất lượng tốt. giá quá rẻ 52 a,positive,price_value,true,product_quality,free_text_review,real_review
70,đúng tốt shop ship hàng nhanh và đóng gói hàng cẩn thận sạch sẽ. cảm ơn shop rất nhiều. khăn dày vừa phải thấm hút nước tốt. giá phải chăng. nên mua.,positive,material_comfort,true,packaging,shopee_template_review,real_review
71,"okhông giống shop giao đúng mẫu và màu mình chọn. chất vải dày dặn. đóng gói kĩ lưỡng, thời gian giao hàng tương đối nhanh. shipper nhiệt tình, dễ thương.",positive,shipping_delivery,true,material_comfort,shopee_template_review,real_review
72,"đẹp đúng với mô tả mình dfax nhận khăn rồi chất vải okhông giá tiền chừng nớ mà chất liệu như thế là quá đẹp. đóng gói cẩn thận, giao hàng nhanh",positive,material_comfort,true,product_quality,shopee_template_review,real_review
73,"giong okhông khăn mềm mịn lắm không bị cứng , giá cả thì phù hợp với chất vải. giao hàng cũng nhanh, với cái màu này mình khá là ưng",positive,material_comfort,true,product_quality,shopee_template_review,real_review
74,"khăn sợi mềm mại,êm mịn,dày.. chất lượng tốt,mầu sắc hài hòa,giá lại rẻ..mình rất hài lòng với sản phẩm.hẹn sẽ còn ghé lại shop. 31 trang 26092003",positive,material_comfort,true,product_quality,shopee_template_review,real_review
75,rất tốt đúng mình săn sale mua với giá rất rẻ khăn to lông mềm rất rất ưng luôn màu xanh ngọc rất đẹp đánh giá tổng quan 10/10 không chê vào đâu hết 37 b,positive,price_value,true,product_quality,shopee_template_review,real_review
76,"vair bông đúng giao hàng nhanh khăn bông, dày, khăn to, thấm hút tốt . size khăn cũng to ôtn okhông sẽ mua thêm của shop và đi chơi về rồi đi ngủ sớm v á hả anh đi chơi đi đi chơi mà đi đâu mà qua",positive,material_comfort,true,product_quality,shopee_template_review,real_review
77,"khăn rất dày dặn nha đúng như trên hình đóng góp an toàn, giao nhanh lắm ạ, mình săn giá siu hời mọi người nên mua nha",positive,material_comfort,true,shipping_delivery,shopee_template_review,real_review
78,tốt đúng ổn so với giá tiền . chất vải màu xám ghi mềm mịn dày nhỉnh hơn màu xanh còn lại 13,positive,color_design,true,material_comfort,shopee_template_review,real_review
79,tuyệt vời y hình khăn đẹp lắm mọi người nhìn vải dày sợi lông không bị xù nhận hàng tưởng không ra chi ai ngờ ưng cái bụng lần sau ủng hộ shop tiếp nha cho shop 5 sao ạ,positive,material_comfort,true,product_quality,shopee_template_review,real_review
80,"mình chụp mọi người dễ nhìn nha, 40 80 là màu xanh. 50 100 là màu xám kích cỡ như vậy á!. mình giặt không bị xù vải hay ra màu gì hết nha mọi người, dùng ổn á. mua sale nên rẻ d 12 t",positive,color_design,true,damaged_defective,free_text_review,real_review
81,"tốt đúng khăn đẹp, mềm mịn, màu sắc rất giống với hình. thấm hút tốt. shop đóng gói cẩn thận và giao hàng rất nhanh. 19 m",positive,material_comfort,true,color_design,shopee_template_review,real_review
82,"macbookhông air 15 inch mới thêm không gian cho những điều bạn yêu với màn hình liquid retina rộng rãi. siêu mạnh mẽ với chip m2 và thời lượng pin dùng cả ngày, mang đến hiệu năng nhanh như chớp trong một thiết kế siêu gọn nhẹ. và với phiên bản 13 inch, bạn có thêm nhiều lý do để chọn air.",neutral,spam_irrelevant,false,,spam_irrelevant,real_review
83,"tốt không rõ ưng lắm nha , chủ shop dthg mà hàng lại rẻ đóng gói cẩn thận lắm . shipper giao hàng nhanh .",positive,shipping_delivery,true,product_quality,shopee_template_review,real_review
84,"hàng đúng chủng loại, mẫu mã! giao hàng nhanh chóng! đóng gói cẩn thận! vải tương đối! cho shop 5 sao! cám ơn shop! ship thân thiện, nhiệt tình! okhông 10đ 5",positive,shipping_delivery,true,packaging,free_text_review,real_review
85,"đúng tốt lần đầu mua khăn của shop, dày dặn màu xinh áp mã còn có 2không thôi, hài lòng sẽ quay lại mua tiếp",positive,color_design,true,product_quality,shopee_template_review,real_review
86,"tốt nhận được khăn ưng quá mọi người ạ,săn giá rẻ mà khăn mềm mịn,thấm hút tốt lắm ,nên mua nha nha",positive,material_comfort,true,product_quality,shopee_template_review,real_review
87,"tốt đúng với mô tả shop giao hàng nhanh, hàng đúng như mô tả, sản phẩm chất lượng, có điều màu xanh nhạt chắc dễ xuống màu, màu cũ.",positive,product_quality,true,color_design,shopee_template_review,real_review
88,"khăn mềm, kích thước to vừa phải, mình sẽ mua thêm vài cái nữa cho gia đình de ung ho san pham cua ban. nhưng chất lượng cực kỳ tốt, mềm mịn, đường chỉ chắc chắn, chất vải đẹp, độ thấm hút cao. đỉnh của chóp. thankhông you shop 15 thao van",positive,material_comfort,true,product_quality,free_text_review,real_review
89,đúng mô tả tốt sản phẩm đúng chất lượng tốt.đa mua lần thứ hai.màu sắc đẹp rất ưng ý.se tiếp tục mua ủng hộ shop.,positive,color_design,true,product_quality,shopee_template_review,real_review
90,"khăn mỏng, mềm, hi vọng thấm hút tốt. mua giá rẻ nên cũng hợp lý với chật lượng. để sử dụng xem ổn không. mua về dùng không ổn thì dùng vào việc khác chắc okhông 11 6",negative,material_comfort,true,product_quality,free_text_review,real_review
91,đúng tốt có vẻ thấm hút rất tốt. mình sẽ đem đi giặt 1 lần rồi dùng thử xem sao. đáng tiền nha.,positive,material_comfort,true,product_quality,shopee_template_review,real_review
92,"khăn mặt dầy dặn rửa mặt cảm giác êm dịu , rất đáng tiền. giao hàng nhanh sẽ ủng hộ shop cho lần mua tiếp theo",positive,price_value,true,material_comfort,free_text_review,real_review
93,khăn to dày mềm mịn. giá cạnh tranh sản phẩm tốt chất lượng cao. đóng gói đẹp và chắc chắn hàng tốt chất lượng lượng. rất đáng tiền. mọi người nên mua dùng 17 a,positive,product_quality,true,material_comfort,shopee_template_review,real_review
94,khăn đẹp giao đúng mẫu và màu săn sale được với giá rất rẻ shop đóng gói khá chỉnh chu có kèm theo tờ hướng dẫn,positive,price_value,true,color_design,free_text_review,real_review
95,"tốt giống shop chuẩn bị và gửi hàng nhanh, khăn rất đẹp, vải mềm, giá tốt, shipper thân thiện",positive,material_comfort,true,product_quality,shopee_template_review,real_review
96,"tốt đúng 100% cotton kích thươc chủng loại đúng mô tả. đã mua nhiều lần của shop này rồi làm ăn đàng hoàng nói chất liệu gì đúng loại đó luôn.khăn 100% cotton dày dăn mềm mại thấm hút nước tốt dùng rất thích, hàng không phai màu bao gói tốt tặng shop 5 sao. 3 1 2 4 5 6 7",positive,material_comfort,true,damaged_defective,shopee_template_review,real_review
97,"khăn đẹp, chất liệu vải tốt, mình vải mềm, shop đóng gói sản phẩm đẹp, tuyệt vời. shop giao hàng nhanh, shipper giao hàng vui tính, nhiệt tình và thân thiện...",positive,material_comfort,true,product_quality,free_text_review,real_review
98,"sản phẩm đúng với ảnh mẫu tốt. đóng gói đẹp, giao hàng nhanh. đường may đẹp, chất liệu dầy khăn mềm mịn.",positive,product_quality,true,material_comfort,shopee_template_review,real_review
99,tốt đúng i hình khăn 50/100 vải dày dặn.dai 1m.be lâu thoải mái nha.ship hàng nhanh.dong goi kĩ kang xho shop 5 sao. thấy đẹp minh có đặt thêm 2cai nữa,positive,material_comfort,true,product_quality,shopee_template_review,real_review
100,"sản phẩm đẹp tốt đã mua lần thứ 2, giá rẻ, khăn dày thấm hút rất tốt, rất hài lòng với sản phẩm. 13 87jpf4j vo",positive,material_comfort,true,product_quality,shopee_template_review,real_review
101,"màu sắc đẹp tốt mới đặt lần đầu chưa dùng nên chưa nhận xét được chất lượng. tuy nhiên màu sắc khăn đẹp, vải khá mềm. shop giao hàng nhanh.",positive,material_comfort,true,product_quality,shopee_template_review,real_review
102,"tốt đúng mô tả khăn đúng mô tả, chất lượng ổn, giá rẻ, phù hợp. chưa dùng thử nên chưa thực sự cảm nhận được, sẽ đánh giá lại nếu không ổn. nhân viên giao hàng nhiệt tình, thân thiện. 4 1 2 5 6 7 8",positive,product_quality,true,price_value,shopee_template_review,real_review
103,"okhông okhông lần đầu mình mua hàng bên sốp mà lại ngay đợt flash sale nữa. sẵn mua xem hàng bên sốp ntn để sắp tới mua vải khăn tắm cỡ lớn về dùng. kkkkk. chất liệu thấm hút tốt, đường may tinh tế còn giặt có ra màu hay phơi có bị khô ráp không thì để sử dụng mới biết được",positive,material_comfort,true,product_quality,shopee_template_review,real_review
104,"sản phẩm tốt, giá mua lúc sale khá êm. khăn vải chất lượng rẻ hơn mua ở chợ với siêu thị. cho 5 sao hy vọng shop có nhiều chương trình ưu đãi để mua thêm nhiều sản phẩm nữa. 3 m c",positive,price_value,true,material_comfort,free_text_review,real_review
105,"okhông tốt shop giao đủ và đúng như đơn hàng đã đặt. đóng gói rất cẩn thận, sản phẩm nhận nguyên vẹn. khăn dày, màu carrot. nên phơi khô sau khi giặt xà phòng.",positive,product_quality,true,color_design,shopee_template_review,real_review
106,"sale rẻ nên mua mọi người nhé,hàng tạm được.thấm hút ổn.nói chung là chấp nhận được chưa phải là hàng chất lượng mà đòi hỏi cao quá.",positive,price_value,true,product_quality,free_text_review,real_review
107,đúng tốt sản phẩm đẹp và chất lượng phù hợp với giá tiền shop chuẩn bị hàng nhanh và bên giao hàng cũng nhanh hơn dự kiến sẽ ủng hộ shop tiếp lần sau nha,positive,product_quality,true,shipping_delivery,shopee_template_review,real_review
108,tốt khăn đẹp ưng cái bụng chưa xài thử nhưng sờ mềm mịn giá thành hợp lý giao hàng nhanh màu ghi đẹp 5 1 2 6 7 8 9,positive,color_design,true,product_quality,shopee_template_review,real_review
109,"chất lượng ổn đúng shop tư vấn tận tình, sản phẩm tốt, chất lượng ổn , khăn xài rất dễ chịu, lông mềm không cứng, xài được lâu 2 n",positive,product_quality,true,material_comfort,shopee_template_review,real_review
