row_index,old_issue,new_issue,issue_reason,old_sentiment,new_sentiment,sentiment_reason,review_text,matched_patterns
135,packaging,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,"Hàng mall mà đóng gói sơ sài, lúc đặt hàng vẫn còn quà tặng, lúc giao thì lại không có. Đến lúc nhắn thì bảo do hàng tặng hết. Săn sale chủ yếu là do có quà tặng, hết cũng không nhắn trước. Chán 0:05",dong goi so sai; goi so sai
139,packaging,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,"thiếu hàng, đề rõ là tặng nhưng về không thấy quà nào, còn đóng gói sơ sài mỗi miếng nilong khí chèn vào",dong goi so sai; goi so sai
145,wrong_missing_item,wrong_missing_item,wrong_missing_item_priority_rule,neutral,negative,clear_complaint_negative,Đặt shop 1 thùng giấy và 4 bịch khăn rút 1 lần nhưng shop giao thiếu 4 bịch khăn rút. Nhắn cho shop thì nhận đc câu trả lời như ảnh. 09/04 vẫn chưa nhận đc phản hồi hướng xử lý của shop là hoàn tiền hay gửi bù hàng dù đã thanh toán đủ tiền mà shop chỉ gửi một nửa hàng đặt. Shop lừa đảo khách hàng phải chọn đã nhận hàng để up ảnh đánh giá cho shop. Mình sẽ báo cáo shop này lừa đảo khách hàng 0:11,giao thieu; shop giao thieu
155,seller_service,seller_service,seller_service_priority_rule,neutral,negative,clear_complaint_negative,"Chat luong chua sd nen chua biet, Shop co thai do voi Kh ,chat lien tuc yc gui hoa don vat ko tra loi",khong tra loi; thai do
161,packaging,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,"Quá thất vọng về shop,giao hàng k kèm quà tặng như hình,đóng gói sơ sài.đặt 2 đơn riêng mà gọp thành 1 đơn",dong goi so sai; goi so sai
166,packaging,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,"Shop giao thiếu sữa rửa mặt, đóng gói sơ sài, thùng hàng rách, sữa tắm ko đóng chặt nắp, chảy hết sữa tắm ra ngoài. Nói chung là tệ 🙅‍♀️",dong goi so sai; goi so sai
169,packaging,packaging,packaging_priority_rule,neutral,negative,clear_complaint_negative,"Phù hợp với loại da: chất lượng sản phẩm thì chưa biết, nhưng nhận hộp hàng quá thất vọng, hộp móp méo, rách cả hộp, chai sữa tắm bên trong k đc bao bọc để lắc qua lắc lại rất sơ sài, dễ vỡ.",hop mop; hop vo
183,price_value,product_quality,product_quality_priority_rule,negative,negative,clear_complaint_negative,"Chất lượng ko tốt nhe mọi người ko nên mua , âm thanh quá bé , phí tiền, giá cao mà chất lượng ko cao 1 teamii27",phi tien; gia cao
185,price_value,product_quality,product_quality_priority_rule,negative,negative,clear_complaint_negative,"Sài được 2 ngày ngứa vch , ném vô thùng rác luôn chứ sài tiếp chắc viêm da luôn , mua phí tiền",phi tien; mua phi
187,seller_service,seller_service,seller_service_priority_rule,neutral,negative,clear_complaint_negative,"Chất lượng: keém Tính năng: ok Sản phẩm lỗi mình nhắn xử lí mà 3 ngày shop k rep Ugreen USB C HUB Type C sang 4K 30Hz HDMI PD100W USB HUB USB 3.0 Adapter Dock đa chức năng cho iPad Pro, MacBook Pro Air, Xiaomi Air, DELL Insprion, Phụ kiện máy tính xách tay Lenovo",shop khong rep
191,price_value,product_quality,product_quality_priority_rule,negative,negative,clear_complaint_negative,Cách xa mà ko sử dụng được phí tiền quảng cáo sai sự thật Ugreen Thẻ Thông Minh Định Vị Thông Minh Chống Mất Bluetooth5.0 Finder Airtag Theo Dõi Finder Định Vị Cho iPhone / iPad / Mac 1 bulldogvn,phi tien
195,seller_service,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,"Giao sai hàng. Khách hàng nhắn tin thì không trả lời. Mấy hôm sau nói nt nhiều sẽ bị cho vào hàng chờ. Bla bla. Nt như doạ khách hàng, mua hàng mà như đi cầu cạnh shop không bằng UGREEN MỚI 360° Giá Đỡ Điện Thoại Từ Tính Chân Không Có Thể Gập Lại Và Xoay Chắc Chắn Lực Hút Mạnh Cho iPhone 12 13 14 15 16 Pro Max",khong tra loi
196,seller_service,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,"Giao sai hàng. Khách hàng nhắn tin thì không trả lời. Mấy hôm sau nói nt nhiều sẽ bị cho vào hàng chờ. Bla bla. Nt như doạ khách hàng, mua hàng mà như đi cầu cạnh shop không bằng Ugreen Túi Đựng Điện Thoại Chống Thấm Nước Tiện Lợi",khong tra loi
197,seller_service,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,"Giao sai hàng. Khách hàng nhắn tin thì không trả lời. Mấy hôm sau nói nt nhiều sẽ bị cho vào hàng chờ. Bla bla. Nt như doạ khách hàng, mua hàng mà như đi cầu cạnh shop không bằng UGREEN Túi đựng đồ dùng chống thấm nước tiện dụng chất lượng cao（12 *19cm ）",khong tra loi
201,seller_service,packaging,packaging_priority_rule,negative,negative,clear_complaint_negative,"Chất lượng sản phẩm: không đúng mô tả Tính năng nổi bật: :))) shop gq vấn đề cực kì tệ Sản phẩm ở nước ngoài nhưng không có 1 cái bọc chống sốc hay lót gì chỉ có bọc hàng trong túi bóng rồi vận chuyển đi dẫn đến hộp bị móp các góc cả trên dưới, hộp bị rách một chút không đáng kể có thể bỏ qua được. Tai nghe thì bị lỗi ở bên trong màng loa không kiểm tra kĩ thì không nhận ra vì nó ở bên trong màng loa, mà rõ nhất khi đeo tai nghe vào bên nào bị lỗi thì nó sẽ có tiếng xè nhẹ, bên không lỗi cảm giác kín tai hơn bít tai hơn bên bị lỗi (của mình lỗi bên phải) khi dùng app chuyển sang bass mode thì bên tai bị lỗi sẽ nghe rõ tiếng bass đập rè pin test thì có anc dùng hơn 1 ngày là hết còn không anc thì 2 ngày mới hết giảm 1 nửa như sản phẩm nói Nhắn tin cho shop thì mãi không trả lời nhắn lên live của nhãn hàng thì họ cam kết sản phẩm bảo hành 18 tháng lỗi thì đổi trả nhưng khi nhắn tin cho shop thì họ lại không làm thế muốn tặng voucher cho lần hàng mua tiếp theo nhưng mình không chịu. Cuối cùng họ yêu cầu mình trả hàng với lý do là ĐỔI Ý, cung cấp ảnh và video thì họ gần như không ngó tới. Mình trước mua sạc bên này đợt trước tốt bao nhiêu thì tới lần này tệ bấy nhiêu. Sẽ không còn lần nào mua ở đây nữa đâu ạ",khong tra loi
202,seller_service,packaging,packaging_priority_rule,negative,negative,clear_complaint_negative,"Đúng với mô tả: không đúng Sản phẩm ở nước ngoài nhưng không có 1 cái bọc chống sốc hay lót gì chỉ có bọc hàng trong túi bóng rồi vận chuyển đi dẫn đến hộp bị móp các góc cả trên dưới, hộp bị rách một chút không đáng kể có thể bỏ qua được. Tai nghe thì bị lỗi ở bên trong màng loa không kiểm tra kĩ thì không nhận ra vì nó ở bên trong màng loa, mà rõ nhất khi đeo tai nghe vào bên nào bị lỗi thì nó sẽ có tiếng xè nhẹ, bên không lỗi cảm giác kín tai hơn bít tai hơn bên bị lỗi (của mình lỗi bên phải) khi dùng app chuyển sang bass mode thì bên tai bị lỗi sẽ nghe rõ tiếng bass đập rè pin test thì có anc dùng hơn 1 ngày là hết còn không anc thì 2 ngày mới hết giảm 1 nửa như sản phẩm nói Nhắn tin cho shop thì mãi không trả lời nhắn lên live của nhãn hàng thì họ cam kết sản phẩm bảo hành 18 tháng lỗi thì đổi trả nhưng khi nhắn tin cho shop thì họ lại không làm thế muốn tặng voucher cho lần hàng mua tiếp theo nhưng mình không chịu. Cuối cùng họ yêu cầu mình trả hàng với lý do là ĐỔI Ý, cung cấp ảnh và video thì họ gần như không ngó tới. Mình trước mua sạc bên này đợt trước tốt bao nhiêu thì tới lần này tệ bấy nhiêu. Sẽ không còn lần nào mua ở đây nữa đâu ạ Ugreen Dụng Cụ Cố Định Dây Cáp 14cm Cho Chuột Tai Nghe HDMI Aux USB",khong tra loi
213,price_value,seller_service,seller_service_priority_rule,negative,negative,clear_complaint_negative,"Chất lượng sản phẩm: độ trễ thấp, bút nhẹ, không sạc không dây được với ipad Air M3 Sản phẩm không đúng với mô tả. Tôi mua phiên bản sạc từ tính đã nâng cấp nhưng sau khi hết pin mới phát hiện ra là không sạc từ với ipad Air M3 được. Bút cũng không hiển thị đèn tương ứng với các mức pin như trong mô tả. Tôi khá bận nên nghĩ bụng bớt tính năng đó chắc cũng không ảnh hưởng gì nhiều, chỉ cần bút hít vào ipad tự sạc là được, vì thế cũng không yêu cầu hoàn tiền trong thời gian quy định. Ai ngờ lúc hết pin mới phát hiện là không sạc được từ tính, chat hỏi shop thì phản hồi rất chậm, chủ yếu là chatbot gửi quảng cáo. Sau mấy ngày và rất nhiều phiên chat thì mới được thông báo là không hỗ trợ thiết bị của bạn. 0:19 Ugreen Stylus Pen cho Apple Pencil Từ tính cho iPad Pro 12.9 Air Mini 2022 iPad Pro 11 iPad Mini Bluetooth Palm Rejecting Tilt Pen Với đèn báo pin 3 khnhvduy355",mua phi
215,seller_service,wrong_missing_item,wrong_missing_item_priority_rule,positive,negative,clear_complaint_negative,"Mọi người mua lưu ý, sp mình mua shop giao hàng lỗi, nhắn shop khổng hổ trợ bực thêm Khuyên mọi người nên mua shop uy tín có bảo hành đỡ mất tiền oan Cáp sạc UGREEN 8k60hz đầu cắm USB C sang đầu cắm dp bện nylon cho màn hình/ máy chiếu/ hdtv/ máy tính xách tay 1 1 2 80 81 82 83 84 DỊCH VỤ KHÁCH HÀNG Trung Tâm Trợ Giúp Shopee Shopee Blog Shopee Mall Hướng Dẫn Mua Hàng/Đặt Hàng Hướng Dẫn Bán Hàng Ví ShopeePay Shopee Xu Đơn Hàng Trả Hàng/Hoàn Tiền Liên Hệ Shopee Chính Sách Bảo Hành SHOPEE VIỆT NAM Về Shopee Tuyển Dụng Điều Khoản Shopee Chính Sách Bảo Mật Shopee Mall Kênh Người Bán Flash Sale Tiếp Thị Liên Kết Liên Hệ Truyền Thông THANH TOÁN ĐƠN VỊ VẬN CHUYỂN THEO DÕI SHOPEE Facebook Instagram LinkedIn TẢI ỨNG DỤNG SHOPEE © 2026 Shopee. Tất cả các quyền được bảo lưu. Quốc gia & Khu vực: Argentina Singapore Indonesia Thái Lan Malaysia Việt Nam Philippines Brazil México Đài Loan CHÍNH SÁCH BẢO MẬT QUY CHẾ HOẠT ĐỘNG CHÍNH SÁCH VẬN CHUYỂN CHÍNH SÁCH TRẢ HÀNG VÀ HOÀN TIỀN Công ty TNHH Shopee Địa chỉ: Tầng 4-5-6, Tòa nhà Capital Place, số 29 đường Liễu Giai, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam Chăm sóc khách hàng: Gọi tổng đài Shopee (miễn phí) hoặc Trò chuyện với Shopee ngay trên Trung tâm trợ giúp Chịu Trách Nhiệm Quản Lý Nội Dung: Nguyễn Bùi Anh Tuấn Mã số doanh nghiệp: 0106773786 do Sở Kế hoạch và Đầu tư TP Hà Nội cấp lần đầu ngày 10/02/2015 © 2015 - Bản quyền thuộc về Công ty TNHH Shopee 2",khong ho tro
224,price_value,product_quality,product_quality_priority_rule,negative,negative,clear_complaint_negative,Sản phẩm quá tệ. Mode bluetooth thì bình thường nhưng mode reciever thì cứ bị giât giật không dùng đc. Quá phí tiền Chuột không dây Bluetooth UGREEN 5 phím thu tín hiệu 5.0 2.4g và USB 4 cấp độ DPI thích hợp cho PC Mac Linux laptop,phi tien
225,seller_service,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,"Chất lượng sản phẩm: Giao sai sản phẩm Giao sai sản phẩm. Không phản hồi khách hàng. UGREEN Bộ sạc nhanh Type-C 30w 20w PD 3.0 Wall Charger USB-C Power Adapter thích hợp cho for iPhone 15/15 Mini/14 Pro/13 Pro Max/12/11/XR, Galaxy, Pixel 4/3",khong phan hoi
230,spam_irrelevant,spam_irrelevant,keep_candidate,negative,neutral,spam_or_irrelevant_neutral,"sp hỏng mình hoàn về nhưng shop không đồng ý, còn 1 củ nữa mình k bóc ra chỉ dán mã hoàn về mà shop cũng tố cáo mình đã bóc ra sd. SHOP LÀM ĂN DỐI TRÁ Sạc nhanh không dây từ tính Ugreen Qi2 15W 10000mAh cho iPhone 16 Pro Max, iPhone 15-12 Series 1 nthanhy93",minh hoa
234,seller_service,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,clear_complaint_negative,"Chất lượng sản phẩm: không Đúng với mô tả: sai Giao sai hàng, người bán không hỗ trợ, shopee từ chối hoàn tiền với lý do rất chung chung, 1 sai Ugreen UNO Qi2 15W 20W 10000mAh Không dây từ tính PD20W Sạc nhanh Power Bank cho iPhone 16 Pro Max / 15 Pro Max 1 linhduy999",khong ho tro
239,price_value,product_quality,product_quality_priority_rule,negative,negative,clear_complaint_negative,"Chất lượng sản phẩm: không tốt Ko kết nối đc với định vị ko kiếm đc nên khuyến cáo lội người đường mua để tránh lãng phí tiền như tôi!! Ugreen Thẻ Thông Minh Định Vị Thông Minh Chống Mất Bluetooth5.0 Finder Airtag Theo Dõi Finder Định Vị Cho iPhone / iPad / Mac 1 1 2 114 115 116 117 118 DỊCH VỤ KHÁCH HÀNG Trung Tâm Trợ Giúp Shopee Shopee Blog Shopee Mall Hướng Dẫn Mua Hàng/Đặt Hàng Hướng Dẫn Bán Hàng Ví ShopeePay Shopee Xu Đơn Hàng Trả Hàng/Hoàn Tiền Liên Hệ Shopee Chính Sách Bảo Hành SHOPEE VIỆT NAM Về Shopee Tuyển Dụng Điều Khoản Shopee Chính Sách Bảo Mật Shopee Mall Kênh Người Bán Flash Sale Tiếp Thị Liên Kết Liên Hệ Truyền Thông THANH TOÁN ĐƠN VỊ VẬN CHUYỂN THEO DÕI SHOPEE Facebook Instagram LinkedIn TẢI ỨNG DỤNG SHOPEE © 2026 Shopee. Tất cả các quyền được bảo lưu. Quốc gia & Khu vực: Argentina Singapore Indonesia Thái Lan Malaysia Việt Nam Philippines Brazil México Đài Loan CHÍNH SÁCH BẢO MẬT QUY CHẾ HOẠT ĐỘNG CHÍNH SÁCH VẬN CHUYỂN CHÍNH SÁCH TRẢ HÀNG VÀ HOÀN TIỀN Công ty TNHH Shopee Địa chỉ: Tầng 4-5-6, Tòa nhà Capital Place, số 29 đường Liễu Giai, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam Chăm sóc khách hàng: Gọi tổng đài Shopee (miễn phí) hoặc Trò chuyện với Shopee ngay trên Trung tâm trợ giúp Chịu Trách Nhiệm Quản Lý Nội Dung: Nguyễn Bùi Anh Tuấn Mã số doanh nghiệp: 0106773786 do Sở Kế hoạch và Đầu tư TP Hà Nội cấp lần đầu ngày 10/02/2015 © 2015 - Bản quyền thuộc về Công ty TNHH Shopee 2",phi tien
242,shipping_delivery,price_value,price_value_priority_rule,negative,negative,clear_complaint_negative,"Đã xem video hướng dẫn, làm đủ tất cả các bước thì phát hiện ra là miếng dán bị dính chặt vào miếng số 1 lúc bóc ra. Thế là hỏng luôn 1 miếng. Miếng thứ hai thì không bị, nhưng sau khi miết theo hướng dẫn và bóc miếng số 2 ra thì phần miếng dán chính cũng dính theo miếng số 2 mà không dính vào mặt đồng hồ. Nói chung là tương đối mất công ngồi xem video hướng dẫn rồi làm theo xong gặp cảnh này. Thực sự là chất lượng quá tệ so với giá tiền. Miếng dán bảo vệ màn hình UGREEN 2Pack cho Apple Watch Series 9 8 7 44mm / Series SE 6 5 4 44mm, Độ phân giải cao, Không bong bóng, Phim TPU linh hoạt trong suốt, Lắp đặt dễ dàng, cho iWatch 44 / 40mm",mat don
243,seller_service,wrong_missing_item,wrong_missing_item_priority_rule,negative,negative,issue_candidate_default_negative,T chưa từng bao giờ gặp trải nghiệm mua hàng tồi tệ đến vậy Đặt hàng gần 3 tuần mới giao Nhắn tin hỗ trợ khách hàng với thái độ thách thức Chất lượng sản phẩm ok Thái độ phục vụ như qq Ugreen Uno 65W 30W RobotGaN Sạc Nhanh GaN2 Sạc Nhanh RG Bộ Chuyển Đổi Nguồn USB C Nhanh Cho iPhone 16 Pro Max iPhone 15 14 13 Pro Max Samsung S24 S23 Ultra 1 dakota538,thai do
